application_id,gender,international,gpa,major,gmat,admission
1456,Male,False,3.28,Business,640.0,
1457,Female,False,3.3,Humanities,670.0,Waitlist
1458,Male,True,3.31,STEM,680.0,Admit
1459,Female,False,3.19,Business,720.0,
1460,Male,False,3.39,STEM,670.0,
1461,Male,False,3.17,STEM,570.0,
1462,Male,True,3.32,Humanities,720.0,
1463,Female,False,3.45,Humanities,690.0,Admit
1464,Female,True,3.23,Humanities,630.0,
1465,Female,True,2.96,STEM,600.0,
1466,Female,False,3.11,Business,630.0,
1467,Female,True,3.38,Humanities,680.0,
1468,Male,True,3.37,Business,640.0,
1469,Male,False,3.25,Business,620.0,
1470,Male,True,3.15,Business,610.0,
1471,Female,False,3.28,STEM,660.0,
1472,Male,False,3.4,Business,750.0,
1473,Female,False,3.17,Humanities,700.0,
1474,Male,False,3.19,STEM,660.0,
1475,Female,False,3.38,Business,650.0,
1476,Female,False,3.2,Business,580.0,
1477,Male,False,3.0,STEM,630.0,
1478,Female,False,3.54,STEM,590.0,
1479,Male,False,3.03,STEM,640.0,
1480,Male,False,3.14,Business,570.0,
1481,Male,False,3.28,Humanities,650.0,
1482,Male,False,3.37,Humanities,700.0,
1483,Female,True,3.25,Humanities,600.0,
1484,Female,False,3.37,STEM,660.0,
1485,Male,False,3.21,STEM,660.0,
1486,Female,True,3.24,STEM,690.0,
1487,Male,False,3.19,STEM,570.0,
1488,Male,False,3.12,Business,610.0,
1489,Male,True,3.22,Humanities,680.0,Admit
1490,Female,False,3.05,STEM,620.0,
1491,Male,True,3.26,Business,620.0,
1492,Male,False,3.39,Humanities,630.0,
1493,Female,False,2.73,STEM,570.0,
1494,Male,False,3.25,STEM,640.0,
1495,Female,True,3.22,STEM,570.0,
1496,Male,False,3.25,Humanities,630.0,
1497,Male,False,3.53,Business,750.0,Admit
1498,Male,False,3.3,Humanities,600.0,
1499,Female,False,3.32,Business,690.0,
1500,Male,False,3.38,Business,720.0,
1501,Male,False,3.12,Business,590.0,
1502,Male,False,3.4,Humanities,680.0,
1503,Female,True,3.16,Business,620.0,
1504,Female,False,3.42,STEM,740.0,Admit
1505,Male,False,3.52,Humanities,710.0,Admit
1506,Male,False,3.15,STEM,690.0,
1507,Female,False,3.42,Humanities,770.0,
1508,Male,False,3.33,Business,760.0,Admit
1509,Male,False,3.68,Business,760.0,
1510,Female,False,3.03,Business,590.0,
1511,Male,True,3.02,STEM,660.0,
1512,Female,True,3.23,STEM,640.0,
1513,Female,False,3.43,STEM,700.0,Admit
1514,Male,False,3.26,Business,670.0,
1515,Male,False,2.97,Humanities,600.0,
1516,Male,False,2.97,STEM,600.0,
1517,Female,False,3.37,STEM,680.0,
1518,Male,False,3.53,Humanities,640.0,
1519,Male,False,3.2,STEM,700.0,
1520,Male,False,3.19,STEM,580.0,
1521,Male,True,3.02,Humanities,710.0,
1522,Male,True,3.16,Business,630.0,
1523,Male,True,3.2,STEM,670.0,
1524,Male,False,3.09,Humanities,590.0,
1525,Male,False,3.4,Humanities,620.0,
1526,Male,False,3.38,STEM,650.0,
1527,Male,True,3.23,STEM,570.0,
1528,Male,False,3.25,Humanities,650.0,
1529,Male,False,3.28,Humanities,610.0,
1530,Female,True,3.19,Humanities,680.0,
1531,Male,False,3.08,Humanities,660.0,
1532,Female,False,3.22,Business,600.0,
1533,Female,True,3.1,Humanities,630.0,
1534,Male,False,3.02,STEM,640.0,
1535,Female,False,3.21,STEM,660.0,Admit
1536,Male,False,3.14,Business,580.0,
1537,Male,False,3.26,Business,590.0,
1538,Male,False,3.38,Humanities,700.0,
1539,Male,False,3.13,Humanities,630.0,
1540,Male,True,3.18,Business,630.0,
1541,Female,True,3.41,Business,690.0,
1542,Female,False,3.16,Humanities,620.0,
1543,Female,False,3.12,Business,670.0,
1544,Male,True,3.2,Humanities,600.0,
1545,Male,False,3.17,STEM,710.0,
1546,Female,True,3.3,Humanities,670.0,
1547,Male,False,3.45,STEM,680.0,
1548,Female,True,3.2,STEM,640.0,
1549,Male,False,3.17,STEM,610.0,
1550,Male,False,3.3,STEM,630.0,
1551,Female,True,3.3,STEM,670.0,
1552,Female,False,3.31,Humanities,660.0,Admit
1553,Male,True,3.25,STEM,670.0,
1554,Male,False,3.11,Humanities,580.0,
1555,Female,False,3.21,Business,730.0,Admit
1556,Male,False,3.2,STEM,600.0,
1557,Male,True,3.28,STEM,610.0,
1558,Female,True,3.35,Business,650.0,
1559,Female,False,3.13,Business,640.0,
1560,Female,True,3.03,Humanities,600.0,
1561,Male,False,3.48,Business,680.0,
1562,Male,False,2.97,STEM,600.0,
1563,Male,False,3.22,STEM,640.0,
1564,Female,False,3.38,Humanities,630.0,
1565,Male,False,3.51,STEM,710.0,Admit
1566,Male,True,3.29,STEM,740.0,
1567,Male,True,3.2,STEM,590.0,
1568,Female,True,3.23,Business,650.0,
1569,Female,False,3.32,STEM,630.0,
1570,Male,False,3.15,STEM,620.0,
1571,Male,False,3.13,Humanities,630.0,
1572,Male,True,3.24,Humanities,670.0,
1573,Female,False,2.84,Humanities,610.0,
1574,Female,True,3.32,Humanities,710.0,
1575,Male,False,3.61,Humanities,640.0,
1576,Male,False,3.2,STEM,700.0,
1577,Male,False,3.21,Humanities,600.0,
1578,Male,False,3.11,Business,570.0,
1579,Male,True,3.17,Business,570.0,
1580,Female,True,3.4,Humanities,700.0,Admit
1581,Male,True,3.05,STEM,570.0,
1582,Female,False,3.18,Humanities,590.0,
1583,Male,False,3.13,STEM,610.0,
1584,Male,False,3.4,Business,660.0,
1585,Male,True,3.36,Humanities,720.0,Admit
1586,Male,False,3.36,Business,670.0,
1587,Male,False,3.32,STEM,690.0,
1588,Female,False,3.27,Business,660.0,
1589,Male,False,3.04,Humanities,610.0,
1590,Male,True,3.09,STEM,570.0,
1591,Male,True,3.12,Humanities,610.0,
1592,Male,True,3.46,Business,680.0,
1593,Female,False,3.03,Humanities,600.0,
1594,Male,False,3.29,Humanities,670.0,
1595,Male,False,3.25,Business,730.0,
1596,Male,False,3.43,STEM,660.0,Admit
1597,Male,False,3.12,STEM,630.0,
1598,Male,True,3.13,Business,660.0,
1599,Male,True,3.22,Humanities,580.0,
1600,Male,True,3.55,STEM,690.0,
1601,Female,False,3.33,STEM,700.0,Admit
1602,Male,False,3.45,STEM,680.0,
1603,Female,False,3.18,STEM,640.0,
1604,Male,True,3.01,STEM,610.0,
1605,Male,False,3.14,Humanities,670.0,
1606,Male,False,3.23,STEM,740.0,
1607,Female,False,3.14,Business,650.0,
1608,Female,False,3.33,Humanities,690.0,Admit
1609,Male,False,3.27,STEM,710.0,
1610,Female,False,3.32,Humanities,600.0,
1611,Male,False,3.47,STEM,660.0,
1612,Male,True,3.18,STEM,670.0,
1613,Male,False,3.3,Business,660.0,
1614,Female,False,3.26,Humanities,640.0,
1615,Female,True,3.24,Humanities,620.0,
1616,Male,False,3.42,Business,660.0,
1617,Male,False,3.13,Humanities,570.0,
1618,Male,False,3.37,Humanities,700.0,
1619,Male,True,3.04,Humanities,570.0,
1620,Male,False,3.31,Business,660.0,Admit
1621,Female,False,3.18,Business,670.0,
1622,Female,False,3.29,STEM,650.0,
1623,Female,True,3.39,STEM,660.0,
1624,Male,False,3.13,STEM,650.0,
1625,Female,False,3.21,STEM,660.0,
1626,Male,False,3.5,STEM,770.0,
1627,Male,False,3.31,Business,630.0,
1628,Male,False,3.45,STEM,700.0,
1629,Male,True,3.24,Humanities,610.0,
1630,Male,True,3.36,Humanities,670.0,
1631,Female,False,3.19,Business,610.0,
1632,Male,False,3.62,Business,760.0,
1633,Male,False,2.82,Humanities,570.0,
1634,Male,False,3.17,STEM,620.0,
1635,Male,False,3.46,Business,670.0,
1636,Male,True,3.01,STEM,590.0,
1637,Male,False,3.5,STEM,760.0,
1638,Male,False,3.34,Business,680.0,
1639,Male,False,3.28,Business,650.0,
1640,Male,False,3.32,STEM,680.0,
1641,Male,False,2.9,Business,570.0,
1642,Male,True,3.25,STEM,660.0,
1643,Male,True,3.11,STEM,610.0,
1644,Male,False,3.37,STEM,630.0,
1645,Female,False,3.37,STEM,660.0,
1646,Male,False,3.47,Humanities,740.0,Admit
1647,Male,True,2.99,STEM,700.0,
1648,Male,False,3.18,Business,640.0,
1649,Male,False,3.13,Business,630.0,
1650,Male,False,3.44,Humanities,720.0,Admit
1651,Male,True,3.5,Humanities,730.0,Admit
1652,Male,False,3.24,Humanities,610.0,
1653,Female,False,3.18,STEM,620.0,
1654,Male,False,3.23,Humanities,700.0,
1655,Male,False,3.38,Humanities,680.0,
1656,Female,True,3.11,Humanities,670.0,
1657,Female,False,3.3,STEM,580.0,
1658,Male,False,3.3,Business,660.0,
1659,Male,False,3.14,Humanities,650.0,
1660,Female,False,3.28,Humanities,620.0,
1661,Male,True,3.31,STEM,760.0,
1662,Male,False,3.15,Humanities,570.0,
1663,Female,False,3.35,Business,700.0,Admit
1664,Male,True,3.29,Humanities,700.0,
1665,Male,False,3.19,Business,660.0,
1666,Male,False,3.16,Business,590.0,
1667,Male,False,3.09,Humanities,610.0,
1668,Male,False,3.45,Humanities,660.0,Admit
1669,Male,True,3.26,Humanities,650.0,
1670,Female,False,3.01,Humanities,620.0,
1671,Male,True,3.22,Humanities,620.0,
1672,Male,True,3.33,Business,650.0,
1673,Male,False,3.23,STEM,650.0,
1674,Male,True,3.11,Business,570.0,
1675,Male,True,3.29,STEM,640.0,
1676,Male,True,3.3,Humanities,590.0,
1677,Female,True,3.12,STEM,610.0,
1678,Female,False,3.06,Humanities,570.0,
1679,Male,False,3.14,Humanities,660.0,
1680,Male,True,3.28,Humanities,620.0,
1681,Male,False,3.26,Business,620.0,
1682,Male,True,3.27,STEM,590.0,
1683,Male,False,3.33,STEM,710.0,Admit
1684,Female,True,3.41,STEM,600.0,
1685,Female,False,3.24,STEM,630.0,
1686,Female,True,3.13,Business,640.0,
1687,Female,False,3.43,STEM,660.0,Admit
1688,Male,False,3.36,Humanities,670.0,
1689,Male,True,3.0,Humanities,580.0,
1690,Female,False,3.14,Humanities,610.0,
1691,Male,False,3.56,STEM,720.0,
1692,Female,False,3.0,Business,620.0,
1693,Male,True,3.13,Business,710.0,
1694,Female,False,3.42,STEM,650.0,
1695,Male,True,3.35,STEM,690.0,
1696,Male,False,3.48,Humanities,680.0,
1697,Female,False,3.43,Humanities,690.0,Admit
1698,Female,False,2.78,Humanities,570.0,
1699,Male,False,3.26,STEM,690.0,
1700,Female,False,3.1,STEM,650.0,
1701,Male,False,3.16,Humanities,580.0,
1702,Female,True,3.08,Business,670.0,
1703,Male,True,3.19,Humanities,570.0,
1704,Male,False,3.5,Humanities,640.0,
1705,Female,False,3.24,Humanities,630.0,
1706,Male,False,3.31,Humanities,580.0,
1707,Female,False,3.27,Humanities,700.0,Admit
1708,Female,False,3.22,STEM,680.0,
1709,Female,True,3.24,Business,610.0,
1710,Male,False,3.31,Business,750.0,
1711,Male,False,3.43,Humanities,680.0,Admit
1712,Female,False,3.23,Business,600.0,
1713,Male,False,3.13,Business,600.0,
1714,Male,False,3.32,STEM,740.0,Admit
1715,Male,False,3.64,Business,780.0,
1716,Male,False,3.13,Humanities,570.0,
1717,Male,False,3.27,Humanities,620.0,
1718,Female,False,3.36,Business,680.0,Admit
1719,Female,False,3.18,STEM,590.0,
1720,Male,False,3.22,Business,650.0,
1721,Female,True,3.42,STEM,710.0,
1722,Male,False,3.32,Humanities,700.0,
1723,Male,True,3.09,STEM,590.0,
1724,Male,False,3.47,STEM,660.0,
1725,Female,False,3.41,Humanities,750.0,
1726,Male,False,3.05,Business,570.0,
1727,Male,False,3.29,Humanities,710.0,Admit
1728,Female,True,3.48,Business,720.0,
1729,Female,False,3.23,Business,670.0,
1730,Male,False,3.35,Humanities,590.0,
1731,Male,False,3.54,Humanities,670.0,
1732,Male,False,3.13,STEM,640.0,
1733,Male,False,3.35,STEM,640.0,
1734,Male,False,3.21,Humanities,610.0,
1735,Female,False,3.2,STEM,650.0,
1736,Male,False,2.83,Humanities,570.0,
1737,Female,False,3.61,Business,700.0,
1738,Male,True,3.12,Business,620.0,
1739,Male,True,3.56,STEM,720.0,
1740,Male,False,3.24,Business,640.0,
1741,Female,True,3.38,STEM,670.0,Admit
1742,Female,True,3.47,STEM,690.0,Admit
1743,Male,True,3.19,Humanities,720.0,
1744,Male,False,3.31,Humanities,650.0,
1745,Female,False,2.82,Humanities,630.0,
1746,Female,False,3.08,STEM,640.0,
1747,Male,True,2.93,Humanities,570.0,
1748,Female,False,3.26,Business,630.0,
1749,Male,False,3.19,STEM,680.0,
1750,Male,False,3.17,Humanities,690.0,
1751,Male,False,3.41,STEM,650.0,
1752,Male,False,2.86,STEM,570.0,
1753,Male,True,3.0,STEM,620.0,
1754,Female,False,3.14,Business,630.0,
1755,Male,True,3.23,Humanities,630.0,
1756,Female,False,3.22,Business,670.0,
1757,Female,False,3.35,Humanities,650.0,
1758,Male,True,3.21,Business,640.0,
1759,Male,False,3.58,STEM,750.0,
1760,Female,False,3.48,Humanities,670.0,
1761,Male,True,3.38,Humanities,710.0,Admit
1762,Female,False,3.2,STEM,660.0,
1763,Female,False,3.17,STEM,600.0,
1764,Male,True,3.5,STEM,710.0,Admit
1765,Male,False,2.92,Humanities,610.0,
1766,Male,False,3.25,Humanities,640.0,
1767,Female,True,3.04,Business,570.0,
1768,Male,False,3.26,Business,600.0,
1769,Male,True,3.14,Humanities,640.0,
1770,Male,True,3.28,Business,690.0,Admit
1771,Male,True,3.57,STEM,770.0,
1772,Male,False,3.19,Humanities,620.0,
1773,Male,False,3.23,Business,620.0,
1774,Male,False,3.09,Humanities,630.0,
1775,Male,False,3.11,Humanities,640.0,
1776,Male,False,3.21,Humanities,670.0,
1777,Female,True,3.18,Humanities,630.0,
1778,Female,False,3.51,Humanities,700.0,
1779,Female,True,3.1,Humanities,590.0,
1780,Male,False,3.23,Humanities,650.0,
1781,Female,False,2.98,Business,630.0,
1782,Female,False,3.02,Humanities,620.0,
1783,Female,False,3.38,Business,610.0,
1784,Female,True,3.33,Humanities,660.0,
1785,Male,False,3.27,Humanities,710.0,
1786,Female,False,3.14,STEM,640.0,
1787,Female,True,3.35,Business,640.0,
1788,Male,True,3.24,Humanities,640.0,
1789,Female,True,3.25,Humanities,710.0,Admit
1790,Female,True,3.38,Business,630.0,
1791,Male,False,3.23,Humanities,650.0,
1792,Male,True,3.24,STEM,670.0,Admit
1793,Male,False,3.29,Business,700.0,
1794,Male,False,3.37,Humanities,640.0,
1795,Female,False,3.03,Business,600.0,
1796,Female,False,3.13,Business,620.0,
1797,Male,True,3.3,Humanities,650.0,
1798,Male,False,3.14,STEM,680.0,
1799,Male,True,3.34,Humanities,620.0,
1800,Male,False,3.44,Humanities,700.0,
1801,Male,True,3.47,Business,650.0,
1802,Male,False,3.45,STEM,670.0,
1803,Male,False,3.08,STEM,680.0,
1804,Female,False,3.12,Business,620.0,
1805,Male,False,2.99,Humanities,570.0,
1806,Male,True,3.21,Humanities,700.0,
1807,Female,True,2.98,Humanities,580.0,
1808,Male,False,3.12,Humanities,590.0,
1809,Female,False,3.27,Business,640.0,
1810,Male,False,3.38,Business,640.0,
1811,Male,False,3.25,Humanities,680.0,
1812,Male,True,3.28,Humanities,650.0,
1813,Male,False,3.22,Humanities,640.0,
1814,Male,False,3.22,Business,600.0,
1815,Male,False,3.37,STEM,630.0,
1816,Male,True,3.28,STEM,640.0,
1817,Male,False,3.14,Humanities,600.0,
1818,Male,False,3.41,Humanities,680.0,
1819,Male,True,3.42,Business,670.0,
1820,Male,False,3.35,STEM,670.0,Admit
1821,Male,False,3.11,STEM,610.0,
1822,Female,False,3.21,Humanities,720.0,
1823,Male,True,3.35,Humanities,610.0,
1824,Female,True,3.39,Humanities,670.0,
1825,Male,False,3.25,Humanities,610.0,
1826,Male,False,3.16,STEM,620.0,
1827,Male,True,3.21,Humanities,730.0,Admit
1828,Male,False,3.32,Humanities,710.0,Admit
1829,Male,False,3.08,Humanities,620.0,
1830,Male,False,3.29,Humanities,620.0,
1831,Male,False,3.4,Humanities,690.0,
1832,Female,True,3.24,Humanities,650.0,
1833,Male,False,2.91,Humanities,610.0,
1834,Male,False,3.57,Humanities,760.0,
1835,Female,True,3.23,STEM,640.0,
1836,Male,True,3.1,Humanities,610.0,
1837,Male,True,3.29,STEM,660.0,
1838,Male,True,3.35,STEM,740.0,
1839,Male,False,3.44,Humanities,650.0,
1840,Male,False,3.1,Humanities,630.0,
1841,Male,False,3.14,Humanities,590.0,
1842,Male,False,3.4,Business,720.0,
1843,Female,False,3.12,Humanities,640.0,
1844,Male,False,3.1,Humanities,580.0,
1845,Female,False,3.28,STEM,690.0,
1846,Male,False,3.15,STEM,570.0,
1847,Female,True,3.08,Humanities,570.0,
1848,Male,False,3.1,STEM,660.0,
1849,Male,False,3.3,Business,630.0,
1850,Female,False,3.38,STEM,730.0,Admit
1851,Male,False,2.96,Humanities,610.0,
1852,Male,True,3.11,STEM,600.0,
1853,Male,False,3.01,Humanities,670.0,
1854,Male,True,3.36,Humanities,640.0,
1855,Male,False,3.2,STEM,600.0,
1856,Male,False,3.39,STEM,670.0,
1857,Female,False,3.21,Business,570.0,
1858,Male,False,3.65,Humanities,760.0,Admit
1859,Male,True,3.27,STEM,670.0,Admit
1860,Male,False,3.31,Business,670.0,
1861,Female,False,3.25,Humanities,610.0,
1862,Male,True,3.18,Humanities,580.0,
1863,Male,False,3.28,Humanities,710.0,Admit
1864,Female,True,3.24,Humanities,710.0,Admit
1865,Male,False,3.29,Business,650.0,
1866,Male,False,3.26,STEM,660.0,Admit
1867,Male,False,3.16,Humanities,710.0,
1868,Female,False,3.47,STEM,710.0,
1869,Male,False,3.1,Business,630.0,
1870,Female,True,3.24,Humanities,650.0,
1871,Male,True,3.01,Humanities,630.0,
1872,Male,False,3.08,Business,660.0,
1873,Female,False,3.42,Business,670.0,Admit
1874,Male,False,3.35,Humanities,670.0,
1875,Female,False,3.13,Business,640.0,
1876,Male,False,3.11,Business,600.0,
1877,Female,True,3.13,Business,650.0,
1878,Male,False,3.1,Business,630.0,
1879,Male,False,3.24,Business,680.0,
1880,Female,False,3.21,Humanities,640.0,
1881,Male,False,3.29,Humanities,700.0,
1882,Female,False,3.22,Business,650.0,
1883,Male,False,3.18,Humanities,630.0,
1884,Female,True,3.27,STEM,610.0,
1885,Male,False,3.29,STEM,670.0,
1886,Male,True,3.19,Humanities,680.0,
1887,Female,True,3.38,Humanities,700.0,
1888,Female,False,3.19,Business,600.0,
1889,Male,True,3.36,Humanities,750.0,
1890,Female,False,3.3,STEM,620.0,
1891,Male,True,3.15,STEM,590.0,
1892,Male,False,3.5,Humanities,700.0,Admit
1893,Female,False,3.37,Humanities,680.0,Admit
1894,Female,True,3.16,STEM,670.0,
1895,Male,True,3.33,Business,680.0,Admit
1896,Male,False,3.35,Humanities,660.0,
1897,Male,True,3.42,STEM,730.0,
1898,Female,False,3.39,Humanities,780.0,Admit
1899,Female,False,3.11,STEM,580.0,
1900,Male,False,3.39,Humanities,660.0,Admit
1901,Female,False,3.25,STEM,660.0,
1902,Female,False,3.4,Humanities,660.0,Admit
1903,Male,False,3.27,Business,610.0,
1904,Male,True,3.31,STEM,650.0,
1905,Male,False,3.45,Humanities,630.0,
1906,Male,False,3.12,Humanities,670.0,
1907,Female,True,3.2,Humanities,650.0,
1908,Male,True,3.29,STEM,640.0,
1909,Male,True,3.37,STEM,640.0,
1910,Female,False,3.26,STEM,580.0,
1911,Male,True,3.34,Business,720.0,
1912,Male,True,3.65,STEM,730.0,Admit
1913,Female,True,3.34,Business,720.0,
1914,Male,False,3.43,STEM,680.0,
1915,Male,False,3.24,Business,640.0,
1916,Male,True,3.34,STEM,610.0,
1917,Male,True,3.34,Humanities,760.0,
1918,Male,False,3.43,Business,650.0,
1919,Male,False,3.17,Business,630.0,
1920,Female,False,3.55,STEM,680.0,
1921,Female,False,3.31,STEM,690.0,
1922,Female,True,3.67,STEM,680.0,
1923,Male,True,3.1,Business,710.0,
1924,Male,False,3.23,Business,680.0,Admit
1925,Male,True,3.1,Humanities,710.0,
1926,Male,False,3.02,STEM,610.0,
1927,Male,True,3.2,Business,650.0,
1928,Male,True,3.16,Business,680.0,
1929,Female,False,2.99,Business,570.0,
1930,Male,False,3.28,STEM,600.0,
1931,Female,False,3.06,STEM,610.0,
1932,Male,False,3.21,STEM,620.0,
1933,Male,False,3.27,Business,640.0,
1934,Male,True,3.2,STEM,570.0,
1935,Male,True,3.17,STEM,590.0,
1936,Male,True,3.17,Business,570.0,
1937,Male,False,3.26,Business,690.0,Admit
1938,Female,False,3.5,STEM,700.0,
1939,Male,False,3.19,STEM,610.0,
1940,Male,True,3.21,STEM,630.0,
1941,Female,True,3.1,Business,590.0,
1942,Male,False,3.07,Business,650.0,
1943,Male,True,3.18,Business,580.0,
1944,Female,False,3.32,STEM,720.0,Admit
1945,Female,False,3.5,Humanities,690.0,
1946,Male,True,3.42,STEM,680.0,
1947,Male,False,3.21,Business,620.0,
1948,Male,True,3.28,Humanities,680.0,
1949,Male,False,3.11,Humanities,630.0,
1950,Male,True,3.41,Humanities,710.0,
1951,Male,True,3.23,STEM,570.0,
1952,Female,False,3.52,STEM,630.0,
1953,Female,False,3.33,Humanities,660.0,
1954,Male,False,3.22,STEM,650.0,
1955,Male,False,3.17,Humanities,570.0,
1956,Female,False,3.2,Business,570.0,
1957,Male,False,3.25,Humanities,660.0,Admit
1958,Male,True,3.32,Humanities,700.0,
1959,Female,False,3.29,Business,640.0,
1960,Female,False,3.16,Humanities,630.0,
1961,Male,True,3.17,Humanities,650.0,
1962,Female,False,3.23,Humanities,660.0,
1963,Female,True,3.16,Humanities,610.0,
1964,Female,False,3.12,Business,600.0,
1965,Male,False,3.33,Humanities,670.0,Admit
1966,Male,False,3.35,STEM,680.0,
1967,Male,False,3.29,Business,680.0,
1968,Female,False,3.16,Humanities,680.0,
1969,Male,False,3.2,Humanities,570.0,
1970,Male,False,3.4,Humanities,730.0,
1971,Male,False,3.25,Business,660.0,
1972,Male,False,3.42,STEM,730.0,Admit
1973,Female,False,3.31,Humanities,760.0,Admit
1974,Female,False,2.95,STEM,570.0,
1975,Male,False,3.23,Business,620.0,
1976,Female,True,3.22,STEM,620.0,
1977,Male,True,3.2,Business,640.0,
1978,Male,False,3.15,STEM,590.0,
1979,Female,True,3.07,Business,660.0,
1980,Male,False,3.2,STEM,570.0,
1981,Male,True,3.29,Business,620.0,
1982,Male,False,3.1,STEM,690.0,
1983,Male,False,3.43,Humanities,730.0,
1984,Male,False,3.33,STEM,690.0,Admit
1985,Male,False,3.19,Humanities,670.0,
1986,Male,False,3.25,Humanities,580.0,
1987,Female,True,3.33,Humanities,690.0,Admit
1988,Female,True,3.2,Business,640.0,
1989,Female,False,3.43,Humanities,720.0,Admit
1990,Male,False,3.23,STEM,680.0,
1991,Male,False,3.36,Business,680.0,Admit
1992,Male,False,3.42,STEM,640.0,
1993,Female,True,3.27,STEM,630.0,
1994,Male,True,3.2,Humanities,640.0,
1995,Male,False,3.51,Humanities,720.0,
1996,Female,True,3.2,STEM,650.0,
1997,Male,False,3.59,STEM,700.0,Admit
1998,Male,True,3.39,Humanities,720.0,
1999,Male,False,3.19,STEM,740.0,
2000,Female,False,3.06,Business,620.0,
2001,Female,False,3.24,STEM,630.0,
2002,Male,True,3.13,Humanities,700.0,
2003,Male,False,3.23,Business,570.0,
2004,Female,False,3.29,Humanities,640.0,
2005,Female,False,3.27,Business,660.0,Admit
2006,Male,False,3.18,STEM,620.0,
2007,Male,True,3.25,Business,730.0,Admit
2008,Female,False,3.27,Humanities,640.0,
2009,Male,True,2.97,STEM,670.0,
2010,Male,False,3.28,Humanities,690.0,
2011,Male,False,3.22,STEM,670.0,Admit
2012,Male,True,3.25,Humanities,620.0,
2013,Male,False,3.07,Business,680.0,
2014,Male,False,3.55,Humanities,690.0,
2015,Male,False,3.25,STEM,650.0,
2016,Female,False,3.33,Humanities,650.0,
2017,Male,False,3.05,STEM,630.0,
2018,Male,False,3.44,Business,690.0,
2019,Male,True,3.41,Business,680.0,
2020,Female,False,3.47,Business,660.0,
2021,Female,False,2.91,Humanities,610.0,
2022,Female,False,3.0,Humanities,600.0,
2023,Female,True,3.12,Humanities,610.0,
2024,Male,False,3.26,STEM,700.0,
2025,Male,True,3.08,STEM,670.0,
2026,Female,True,3.12,STEM,700.0,
2027,Female,False,3.42,Business,730.0,Admit
2028,Male,False,3.28,STEM,680.0,
2029,Male,True,3.23,Business,700.0,
2030,Male,True,3.32,STEM,700.0,
2031,Female,False,3.02,Business,620.0,
2032,Male,False,3.5,Humanities,730.0,
2033,Female,False,3.32,Humanities,650.0,
2034,Male,True,3.15,Humanities,570.0,
2035,Male,False,3.19,Business,660.0,
2036,Male,False,3.26,Business,660.0,Admit
2037,Male,False,3.23,Business,640.0,
2038,Female,False,3.38,STEM,660.0,Admit
2039,Female,False,3.35,STEM,600.0,
2040,Male,False,3.01,Humanities,660.0,
2041,Female,True,3.04,Business,630.0,
2042,Male,False,3.15,Business,670.0,
2043,Male,False,3.19,STEM,650.0,
2044,Male,True,3.16,Humanities,570.0,
2045,Male,True,3.1,STEM,670.0,
2046,Female,False,3.01,STEM,570.0,
2047,Male,False,3.39,Humanities,640.0,
2048,Male,False,3.2,STEM,710.0,
2049,Female,True,3.01,Business,680.0,
2050,Female,False,3.28,Business,730.0,Admit
2051,Male,False,3.32,Business,670.0,Admit
2052,Male,False,3.24,Business,570.0,
2053,Female,True,3.27,Humanities,650.0,
2054,Female,False,3.41,Business,690.0,Admit
2055,Female,True,3.35,Business,750.0,Admit
2056,Male,False,3.27,Humanities,650.0,
2057,Male,True,3.43,Business,700.0,Admit
2058,Female,False,3.08,STEM,620.0,
2059,Male,True,3.25,Humanities,570.0,
2060,Male,True,3.15,Humanities,620.0,
2061,Male,True,3.15,Business,650.0,
2062,Female,True,3.19,Humanities,640.0,
2063,Male,True,3.2,STEM,610.0,
2064,Female,False,3.21,Business,660.0,Admit
2065,Male,True,3.18,Business,640.0,
2066,Male,False,2.99,Humanities,570.0,
2067,Male,False,3.27,STEM,630.0,
2068,Female,False,3.33,Humanities,610.0,
2069,Male,False,3.31,Humanities,610.0,
2070,Male,True,3.1,Business,640.0,
2071,Female,False,3.3,Humanities,580.0,
2072,Male,False,3.26,Business,720.0,
2073,Female,False,3.14,STEM,570.0,
2074,Male,True,2.84,STEM,640.0,
2075,Male,False,3.44,Humanities,670.0,Admit
2076,Male,False,3.27,STEM,680.0,Admit
2077,Male,True,3.25,Business,670.0,
2078,Male,True,3.13,Humanities,640.0,
2079,Male,False,3.11,Business,620.0,
2080,Male,True,3.34,Humanities,640.0,
2081,Female,True,3.32,STEM,640.0,
2082,Male,True,3.32,Humanities,680.0,
2083,Female,False,3.06,Humanities,710.0,
2084,Female,False,3.04,Humanities,660.0,
2085,Male,False,3.28,STEM,680.0,Admit
2086,Female,False,2.86,STEM,570.0,
2087,Male,False,3.1,Business,660.0,
2088,Female,False,3.32,STEM,650.0,
2089,Female,False,3.18,STEM,660.0,
2090,Male,False,3.26,STEM,600.0,
2091,Male,False,3.4,Humanities,660.0,
2092,Female,False,3.09,Humanities,720.0,
2093,Female,False,3.14,Humanities,660.0,
2094,Female,True,3.19,Humanities,600.0,
2095,Female,False,3.3,STEM,730.0,
2096,Female,False,3.16,Business,620.0,
2097,Female,False,3.13,Humanities,620.0,
2098,Female,False,3.14,STEM,660.0,
2099,Male,True,3.06,Business,570.0,
2100,Male,False,3.03,STEM,610.0,
2101,Male,False,3.26,Humanities,630.0,
2102,Male,True,3.29,Humanities,640.0,
2103,Female,False,3.29,Humanities,570.0,
2104,Male,False,3.27,Business,670.0,Admit
