international,application_id,gender,major,work_industry,admission
True,3650,Male,STEM,Health Care,
False,2546,Male,Humanities,Nonprofit/Gov,Admit
True,5054,Male,Humanities,CPG,
False,5611,Male,Humanities,Real Estate,
False,822,Male,Humanities,CPG,
False,5441,Male,STEM,Other,
False,3617,Male,Humanities,Technology,
True,378,Male,Humanities,CPG,
False,2391,Female,Humanities,Other,
False,590,Male,STEM,Nonprofit/Gov,
False,1687,Female,STEM,Financial Services,Admit
False,267,Male,STEM,Consulting,
False,4997,Female,STEM,Consulting,
False,3926,Female,Humanities,Consulting,
True,4143,Male,STEM,Technology,
False,4800,Female,Humanities,Financial Services,
False,1181,Female,STEM,Investment Banking,
False,3188,Male,Business,Consulting,
False,2473,Male,Business,PE/VC,
False,3528,Male,STEM,PE/VC,
False,5103,Male,Business,Consulting,
False,2435,Male,Humanities,Other,
False,4256,Female,Humanities,Technology,
False,1794,Male,Humanities,PE/VC,
False,3549,Male,STEM,Consulting,
True,4959,Male,Business,PE/VC,
True,2202,Male,Humanities,Consulting,
False,1261,Male,Humanities,Consulting,
False,2252,Male,Business,PE/VC,Waitlist
False,207,Male,Humanities,Consulting,Admit
False,953,Male,Humanities,Consulting,
True,3683,Male,STEM,PE/VC,
False,1075,Male,Business,PE/VC,
True,4796,Female,Business,Technology,
False,5077,Female,STEM,Nonprofit/Gov,
True,4885,Female,Humanities,Other,Admit
False,2516,Female,Humanities,PE/VC,
False,4080,Male,Humanities,Consulting,
True,5785,Male,Business,Technology,
True,4286,Female,STEM,Technology,
False,2937,Male,Business,Technology,
False,6171,Male,STEM,Other,
False,792,Female,Humanities,Other,
False,1851,Male,Humanities,Investment Banking,
False,5381,Female,Humanities,PE/VC,
False,5918,Female,STEM,Consulting,
False,3668,Female,Humanities,Other,
False,3248,Male,STEM,Investment Banking,
True,1787,Female,Business,PE/VC,
False,1241,Female,Humanities,Nonprofit/Gov,
True,3072,Male,STEM,Technology,
False,3672,Male,Business,Consulting,
True,997,Male,Humanities,PE/VC,
False,1127,Male,Humanities,Other,Admit
True,3120,Male,Humanities,Consulting,
False,350,Male,STEM,Consulting,
True,4153,Female,Humanities,Investment Banking,Admit
True,74,Female,Humanities,Consulting,Admit
False,5454,Female,Business,Financial Services,
False,4772,Female,STEM,Consulting,
False,3905,Female,Humanities,Real Estate,
False,2234,Female,STEM,Other,
True,4184,Male,Business,Consulting,
True,3756,Female,Business,Financial Services,
True,695,Male,Business,Media/Entertainment,
False,5836,Male,STEM,Financial Services,Waitlist
False,4091,Male,STEM,Investment Banking,
False,867,Female,STEM,CPG,
False,3900,Female,Humanities,PE/VC,
False,2033,Female,Humanities,Other,
False,2656,Male,Humanities,Investment Banking,
True,1530,Female,Humanities,Technology,
False,5040,Male,Humanities,Consulting,
False,1281,Male,STEM,Investment Banking,
True,133,Male,Humanities,PE/VC,
False,2189,Female,STEM,Nonprofit/Gov,
False,146,Male,Humanities,Technology,
False,2434,Male,Business,Health Care,
False,2304,Male,Humanities,Financial Services,
False,4142,Female,Business,Consulting,
True,3143,Male,Humanities,Other,
False,1451,Male,STEM,PE/VC,
False,3453,Female,Humanities,Consulting,
True,5159,Male,Humanities,PE/VC,
True,1827,Male,Humanities,Consulting,Admit
False,1107,Male,STEM,Health Care,
True,1689,Male,Humanities,Consulting,
True,297,Female,Humanities,Consulting,Admit
True,2979,Male,STEM,Consulting,
False,173,Male,Humanities,PE/VC,
False,3789,Male,Humanities,Health Care,
False,5924,Male,STEM,Investment Banking,
False,5584,Female,Business,Consulting,
False,2151,Female,Humanities,Real Estate,
True,4127,Male,Humanities,Consulting,
False,3293,Male,STEM,Nonprofit/Gov,
True,4721,Male,Business,Financial Services,
False,725,Male,STEM,PE/VC,
False,1421,Male,Business,Investment Banking,Admit
False,2970,Female,Business,Consulting,
True,576,Female,Humanities,Investment Management,Admit
False,3571,Male,Humanities,Consulting,Admit
True,4622,Male,STEM,Technology,Admit
True,2333,Male,STEM,Technology,
False,2768,Male,Humanities,Other,
False,2942,Male,Humanities,Investment Management,
False,719,Male,STEM,Technology,Admit
True,123,Male,Humanities,PE/VC,
False,3478,Male,Humanities,Technology,
False,3525,Male,Business,Consulting,
True,3332,Male,Humanities,Financial Services,
True,4771,Female,Humanities,Nonprofit/Gov,
False,1029,Male,Humanities,Investment Banking,Admit
False,5624,Male,STEM,Consulting,
True,2577,Female,STEM,Health Care,
False,2673,Male,Business,Nonprofit/Gov,
False,2884,Female,STEM,Investment Banking,
True,5479,Male,Humanities,Technology,Waitlist
False,1828,Male,Humanities,PE/VC,Admit
False,3545,Male,Humanities,PE/VC,
False,3543,Female,Humanities,Nonprofit/Gov,
False,11,Male,Humanities,Technology,
False,2890,Female,Business,Nonprofit/Gov,
False,674,Male,Business,PE/VC,
False,2,Male,Humanities,Investment Management,
False,1635,Male,Business,Energy,
False,4063,Male,STEM,Investment Banking,
False,4353,Male,Business,Other,
False,4619,Female,Business,Real Estate,
True,481,Male,STEM,PE/VC,
False,2757,Female,STEM,PE/VC,
False,2940,Male,Humanities,Financial Services,
False,3651,Male,STEM,Nonprofit/Gov,
False,3404,Female,Humanities,PE/VC,
False,5405,Female,Business,Nonprofit/Gov,
False,6041,Female,STEM,Financial Services,
False,167,Female,Business,Consulting,Admit
False,5057,Male,Business,Financial Services,
False,5693,Male,Humanities,Technology,
True,359,Male,Humanities,Consulting,
False,2818,Male,STEM,Technology,
True,4841,Male,Humanities,Other,
True,5501,Female,Humanities,Investment Management,
False,3960,Female,Humanities,PE/VC,
True,4538,Male,Humanities,Technology,
True,1188,Male,Business,PE/VC,
False,5941,Male,Humanities,Technology,
True,1917,Male,Humanities,Nonprofit/Gov,
False,246,Female,STEM,Other,Admit
True,5896,Male,Humanities,PE/VC,
False,126,Male,Business,PE/VC,
False,1688,Male,Humanities,Other,
False,2399,Female,Humanities,Other,
False,4413,Male,Business,Health Care,
False,3809,Female,STEM,PE/VC,
False,1638,Male,Business,PE/VC,
False,2452,Female,Humanities,Technology,
False,5484,Female,Humanities,Technology,Admit
False,467,Male,Business,Health Care,
False,3861,Male,STEM,Consulting,
True,5368,Male,STEM,Real Estate,
False,3162,Male,Humanities,Real Estate,Admit
True,5874,Male,Business,Investment Management,
True,6044,Female,STEM,Consulting,
False,473,Male,Business,Investment Banking,Admit
False,2197,Male,Business,PE/VC,
False,4447,Male,Humanities,CPG,Admit
False,213,Female,Humanities,Technology,
True,3412,Male,STEM,Consulting,
True,1019,Male,Humanities,Nonprofit/Gov,
False,1031,Female,Business,Consulting,
False,5347,Male,Humanities,Investment Banking,
False,5588,Male,STEM,Health Care,
False,1972,Male,STEM,Consulting,Admit
False,3185,Female,Humanities,Consulting,Admit
True,524,Male,STEM,Technology,
False,3503,Male,Business,PE/VC,
False,4452,Male,Humanities,Nonprofit/Gov,Admit
False,5888,Male,STEM,Financial Services,
True,5777,Male,Humanities,Consulting,
False,672,Male,STEM,Financial Services,Admit
True,420,Male,Business,Health Care,
False,870,Female,Humanities,Nonprofit/Gov,
False,2312,Male,Humanities,Nonprofit/Gov,
False,3942,Male,Business,Real Estate,
True,1015,Female,Business,Financial Services,
False,253,Male,Humanities,Financial Services,
False,2493,Male,Humanities,Consulting,
False,236,Male,STEM,Consulting,
False,4102,Female,Humanities,PE/VC,Admit
False,1536,Male,Business,PE/VC,
True,2440,Male,STEM,PE/VC,
False,2706,Male,STEM,Investment Banking,
False,4982,Male,STEM,Financial Services,
True,5360,Female,Business,Technology,
True,1052,Female,STEM,Consulting,
True,357,Female,Humanities,Nonprofit/Gov,Admit
True,5078,Female,Business,Nonprofit/Gov,
False,1588,Female,Business,Financial Services,
True,2847,Male,Business,Technology,
False,2398,Female,Humanities,Investment Banking,Admit
False,2438,Male,Business,Health Care,
False,1737,Female,Business,Other,
False,4341,Male,STEM,PE/VC,
False,1262,Female,Humanities,Financial Services,
False,4409,Male,Humanities,Financial Services,
False,3771,Male,STEM,Consulting,
False,714,Male,Business,Consulting,
False,5166,Female,Humanities,Technology,Admit
False,1872,Male,Business,Financial Services,
False,4535,Male,Business,Consulting,
False,3690,Male,Business,Consulting,
False,990,Female,Humanities,PE/VC,Admit
True,5399,Male,Humanities,Other,
True,3358,Male,Business,PE/VC,
False,3748,Male,Humanities,Consulting,
True,5549,Male,Humanities,Financial Services,
False,5475,Female,Humanities,Technology,
False,2260,Female,STEM,Nonprofit/Gov,
False,643,Female,Humanities,CPG,
True,41,Female,Business,PE/VC,Admit
True,3497,Female,Humanities,Technology,
False,6158,Male,STEM,Other,
True,3876,Male,Humanities,CPG,
False,4988,Male,Humanities,Financial Services,Admit
False,4017,Female,STEM,Technology,
False,5023,Male,Business,Nonprofit/Gov,
True,4244,Male,Business,Technology,
False,4045,Female,Humanities,Investment Banking,
True,4763,Male,Humanities,Investment Banking,
False,3164,Male,Business,Investment Banking,
True,2791,Male,Humanities,Consulting,
False,478,Male,Business,Technology,
False,4264,Male,Humanities,Nonprofit/Gov,
False,2674,Female,STEM,Technology,
True,2019,Male,Business,Financial Services,
True,322,Female,STEM,Other,Admit
False,3420,Male,STEM,Consulting,
False,3523,Male,Business,Consulting,
False,3773,Female,Humanities,Investment Management,
False,3757,Female,STEM,Consulting,
True,5815,Male,Humanities,Consulting,
True,5235,Female,Business,Consulting,
True,5291,Male,Business,Technology,
False,4586,Male,Business,Nonprofit/Gov,
True,844,Male,STEM,Nonprofit/Gov,Admit
True,4253,Female,STEM,Consulting,
False,3576,Male,STEM,Other,
True,1753,Male,STEM,Nonprofit/Gov,
True,395,Male,STEM,Real Estate,
False,1538,Male,Humanities,Investment Management,
False,630,Male,STEM,Investment Banking,
False,5971,Male,Humanities,Nonprofit/Gov,
False,1126,Male,Humanities,PE/VC,
True,3386,Male,Business,PE/VC,
False,4609,Male,STEM,PE/VC,
True,796,Male,Humanities,Consulting,
False,4324,Female,Humanities,Investment Banking,
False,1960,Female,Humanities,Technology,
False,291,Male,Business,Nonprofit/Gov,
True,5008,Male,Business,Consulting,
False,2754,Female,STEM,Investment Banking,
False,2837,Male,STEM,Nonprofit/Gov,
False,5213,Male,Humanities,Real Estate,
False,3252,Female,Business,Nonprofit/Gov,
False,3685,Male,Humanities,PE/VC,
False,3716,Male,Humanities,Consulting,
False,6120,Male,Humanities,PE/VC,
False,2116,Male,STEM,Nonprofit/Gov,
False,3327,Male,STEM,Consulting,Admit
True,902,Male,STEM,PE/VC,
False,4081,Male,Humanities,Health Care,
False,4300,Male,Business,Investment Management,
False,621,Male,Business,Technology,
True,3,Female,Business,Technology,Admit
True,3560,Male,Humanities,Investment Banking,
False,2179,Female,STEM,Consulting,
False,2608,Female,STEM,Investment Management,
True,1250,Female,STEM,Consulting,
False,2751,Male,STEM,Consulting,
False,1472,Male,Business,PE/VC,
False,1141,Female,STEM,PE/VC,
False,2336,Female,STEM,CPG,
False,6173,Male,Humanities,Financial Services,
True,2281,Male,STEM,Financial Services,Admit
False,1768,Male,Business,PE/VC,
False,3388,Male,Humanities,Consulting,
False,3077,Male,Humanities,PE/VC,
True,290,Male,STEM,Technology,
False,5935,Male,STEM,Nonprofit/Gov,
False,2587,Female,Humanities,Nonprofit/Gov,
False,4482,Female,Humanities,Financial Services,
False,793,Female,Business,PE/VC,
True,1675,Male,STEM,Technology,
True,4875,Male,STEM,Consulting,
False,740,Female,Humanities,Investment Banking,
True,2358,Male,Business,Investment Management,
True,2810,Male,Humanities,Investment Banking,
False,2949,Male,STEM,Technology,
True,5512,Female,STEM,Financial Services,
False,4313,Female,Business,PE/VC,
True,3944,Male,STEM,Nonprofit/Gov,
False,5218,Male,Humanities,PE/VC,
False,1382,Female,Humanities,Consulting,Admit
False,2472,Male,Business,Health Care,
False,4857,Male,Humanities,Consulting,
True,2785,Male,STEM,PE/VC,
False,3996,Male,Business,Technology,
False,2266,Male,Humanities,Energy,
False,376,Female,Business,PE/VC,
False,3936,Female,Business,Technology,
False,962,Male,Humanities,Real Estate,Admit
False,4665,Female,Humanities,PE/VC,
False,521,Male,Business,Nonprofit/Gov,
False,2456,Male,STEM,Media/Entertainment,
False,3707,Female,STEM,Real Estate,
False,413,Female,Humanities,PE/VC,Admit
True,4548,Male,Humanities,Nonprofit/Gov,
False,2014,Male,Humanities,Health Care,
False,1340,Female,Humanities,Investment Banking,Admit
False,3446,Male,Humanities,Investment Banking,Waitlist
False,2733,Female,Business,Investment Banking,
False,2357,Female,Humanities,PE/VC,
False,2856,Male,STEM,Consulting,
False,579,Male,Business,Technology,Admit
True,3598,Male,Humanities,Investment Management,Admit
False,6010,Male,STEM,Other,
False,1942,Male,Business,Consulting,
False,392,Female,Business,Financial Services,Admit
False,5276,Female,Humanities,PE/VC,
False,3871,Male,Humanities,Technology,
True,427,Male,Humanities,PE/VC,
True,2793,Male,Humanities,Consulting,
False,2822,Male,Humanities,Technology,
False,981,Male,Business,Health Care,
False,418,Female,STEM,Technology,Waitlist
False,53,Male,Business,Financial Services,
False,2479,Female,STEM,PE/VC,
False,2431,Female,Humanities,PE/VC,
False,166,Female,STEM,Nonprofit/Gov,Admit
False,2746,Male,Business,Consulting,Admit
True,1823,Male,Humanities,Health Care,
False,1587,Male,STEM,Consulting,
False,5048,Female,STEM,Investment Banking,
True,3083,Female,Business,Investment Banking,Admit
False,2159,Male,Humanities,Consulting,
False,4471,Male,Humanities,Investment Management,
False,4485,Male,Humanities,Other,
False,4033,Male,Humanities,Other,
False,419,Male,Business,Consulting,
False,609,Female,Business,Nonprofit/Gov,
False,3568,Male,Business,Financial Services,
True,1129,Male,Business,Investment Banking,
False,4422,Male,STEM,Consulting,
False,696,Male,Humanities,Health Care,
False,6085,Male,Humanities,Technology,
False,1822,Female,Humanities,Investment Banking,
False,4212,Male,STEM,Nonprofit/Gov,
False,4618,Male,STEM,PE/VC,
False,1855,Male,STEM,Financial Services,
False,899,Male,Business,Technology,
True,4261,Male,STEM,Other,
True,3975,Female,STEM,Consulting,Admit
True,2360,Male,STEM,PE/VC,Admit
False,1856,Male,STEM,Other,
False,5845,Female,STEM,Consulting,
False,3949,Female,Humanities,Financial Services,Admit
False,5600,Female,STEM,PE/VC,
True,5523,Male,Humanities,Technology,
False,3249,Male,Business,Nonprofit/Gov,
False,2502,Female,Humanities,Health Care,
False,4953,Female,STEM,Nonprofit/Gov,
False,2697,Male,Humanities,Health Care,
True,2788,Female,Humanities,Technology,
False,744,Male,STEM,Consulting,
False,3359,Male,STEM,Technology,
False,2182,Male,Humanities,Consulting,
False,3318,Male,STEM,PE/VC,
False,3311,Male,Business,CPG,
False,4612,Male,Humanities,Nonprofit/Gov,Admit
True,2292,Male,STEM,Nonprofit/Gov,
True,4572,Male,STEM,Nonprofit/Gov,
False,1575,Male,Humanities,Investment Banking,
False,5155,Female,Humanities,Technology,
False,2254,Male,Business,Financial Services,Admit
False,498,Male,Business,PE/VC,Admit
False,2470,Female,Business,Consulting,
True,5150,Female,Humanities,PE/VC,
False,4956,Male,STEM,Financial Services,
False,2294,Male,Humanities,Nonprofit/Gov,
True,3702,Female,Humanities,CPG,
True,3257,Male,Business,CPG,
False,1088,Male,Humanities,Health Care,
False,4133,Female,Humanities,PE/VC,Admit
False,2958,Male,STEM,PE/VC,
False,437,Female,Humanities,Consulting,Admit
False,3277,Male,Business,Consulting,
True,3602,Female,Business,Retail,
False,4563,Female,Humanities,PE/VC,
True,994,Male,Humanities,Consulting,
False,2685,Male,STEM,Consulting,
True,5663,Female,Business,Nonprofit/Gov,Admit
True,5282,Male,Humanities,Investment Management,
True,2948,Male,Humanities,Other,
False,1751,Male,STEM,PE/VC,
True,5010,Male,STEM,Investment Banking,
False,2862,Male,Humanities,Investment Banking,
False,795,Male,STEM,Financial Services,Admit
False,1341,Male,STEM,Technology,
False,4910,Male,Business,Investment Banking,
False,5062,Female,Business,Financial Services,
False,612,Female,STEM,Technology,
False,259,Male,STEM,Technology,
True,1799,Male,Humanities,Consulting,
True,2332,Female,Business,Real Estate,
False,250,Female,Business,Nonprofit/Gov,
False,1194,Male,Humanities,Nonprofit/Gov,
False,1820,Male,STEM,Financial Services,Admit
True,1908,Male,STEM,PE/VC,
False,5717,Male,Business,Financial Services,
True,3063,Male,Business,PE/VC,
True,5707,Female,Humanities,PE/VC,
False,2338,Male,STEM,Technology,
False,5392,Male,Business,Consulting,
True,5578,Female,Humanities,Health Care,
False,4152,Female,STEM,PE/VC,Admit
False,2978,Female,Humanities,PE/VC,
False,1096,Male,STEM,PE/VC,Admit
True,3870,Male,STEM,Technology,
True,5661,Male,Business,Consulting,
True,667,Female,STEM,PE/VC,Waitlist
True,4282,Female,Business,Nonprofit/Gov,Admit
False,3380,Male,STEM,Nonprofit/Gov,Waitlist
False,6137,Female,Business,CPG,
False,1752,Male,STEM,Financial Services,
False,5799,Female,Humanities,Other,
False,4929,Male,Business,Nonprofit/Gov,
False,5306,Male,STEM,Other,
False,5143,Male,STEM,Technology,
False,387,Female,Humanities,Consulting,Admit
False,25,Female,STEM,Consulting,Admit
False,493,Male,Business,Nonprofit/Gov,
False,4259,Female,STEM,Health Care,
False,1196,Male,Humanities,Investment Banking,
True,2709,Female,Humanities,Consulting,
False,3370,Female,Business,Real Estate,
False,4921,Male,STEM,Health Care,
False,869,Male,Business,Consulting,
True,4155,Female,Humanities,PE/VC,Admit
False,4005,Female,Business,PE/VC,
False,5154,Male,Business,Real Estate,
False,3078,Female,STEM,Technology,
False,2512,Female,Humanities,Investment Management,
False,2072,Male,Business,Technology,
False,3473,Female,Business,Consulting,
False,3695,Male,STEM,Investment Management,
False,5883,Male,Humanities,Other,
False,296,Male,Business,Consulting,
False,2846,Male,Business,PE/VC,
False,5173,Female,STEM,PE/VC,
False,772,Male,STEM,Nonprofit/Gov,
False,1389,Male,Business,Technology,
False,783,Male,STEM,Consulting,
False,293,Male,Business,Nonprofit/Gov,
False,830,Male,STEM,Consulting,
False,295,Male,Humanities,Consulting,
False,3605,Male,STEM,Technology,
False,1898,Female,Humanities,Other,Admit
False,5013,Female,Humanities,Consulting,
True,1209,Male,Humanities,Consulting,
False,699,Male,Humanities,PE/VC,
False,3356,Female,STEM,PE/VC,
False,5762,Male,Humanities,Nonprofit/Gov,
False,2749,Female,Humanities,Investment Management,
False,4465,Female,Humanities,Investment Banking,
False,2361,Female,Business,Consulting,
False,5494,Male,STEM,Financial Services,
False,4883,Female,Humanities,Financial Services,Admit
False,2985,Male,Business,Consulting,
False,5296,Male,STEM,Consulting,Waitlist
False,65,Female,Humanities,Investment Banking,Admit
False,4436,Male,Humanities,Financial Services,
False,155,Female,Humanities,PE/VC,Admit
False,4218,Male,Humanities,Consulting,
False,5280,Male,Business,Nonprofit/Gov,
True,2148,Male,STEM,PE/VC,Admit
True,4117,Male,Humanities,Technology,
False,1621,Female,Business,Financial Services,
False,5152,Male,STEM,Nonprofit/Gov,
True,3387,Male,STEM,Investment Banking,
True,205,Male,Business,Nonprofit/Gov,
False,2432,Female,Humanities,Consulting,
False,2519,Female,STEM,Financial Services,Admit
True,120,Female,Humanities,Real Estate,Admit
False,686,Female,Business,Technology,Admit
False,2557,Female,Business,Consulting,
False,5329,Female,Business,PE/VC,
False,5553,Female,STEM,Consulting,
False,563,Male,Humanities,Consulting,
True,2114,Male,Business,PE/VC,
False,2115,Female,Business,Technology,
True,665,Male,STEM,Financial Services,Admit
False,4248,Male,STEM,Health Care,
False,232,Male,Business,PE/VC,
True,5118,Male,Humanities,Consulting,
False,4983,Female,STEM,Consulting,
False,298,Male,Business,Financial Services,
False,4121,Male,STEM,Consulting,
False,1478,Female,STEM,Financial Services,
True,1523,Male,STEM,Nonprofit/Gov,
False,3725,Male,Humanities,PE/VC,
False,1984,Male,STEM,CPG,Admit
False,1068,Male,Humanities,Consulting,
False,4119,Female,Business,Consulting,
False,4169,Female,Business,Nonprofit/Gov,
True,1034,Male,Business,Investment Management,
False,471,Male,Humanities,Nonprofit/Gov,Admit
False,1821,Male,STEM,PE/VC,
False,5098,Male,Humanities,PE/VC,
True,5028,Female,STEM,Financial Services,
False,5297,Male,Business,Other,
False,1831,Male,Humanities,Investment Banking,
True,5331,Male,Humanities,Financial Services,
False,2145,Male,Humanities,Health Care,
False,2634,Male,Business,PE/VC,
False,3145,Male,STEM,Financial Services,
False,4735,Female,Business,PE/VC,
False,3187,Male,Business,Consulting,
True,4161,Male,STEM,PE/VC,Admit
False,2064,Female,Business,Financial Services,Admit
False,2238,Female,Humanities,Consulting,
False,3177,Female,Business,Real Estate,Admit
False,1239,Male,Humanities,Financial Services,Admit
True,3532,Male,Business,Financial Services,
False,3214,Male,Humanities,Nonprofit/Gov,
False,3583,Male,STEM,Technology,
False,4141,Female,STEM,Consulting,
False,3712,Male,STEM,Financial Services,
False,4828,Male,STEM,Consulting,
True,1247,Male,Business,Technology,
True,5495,Female,Business,Real Estate,
True,2861,Male,Humanities,Other,
False,4378,Male,Business,Health Care,
False,5682,Male,STEM,Investment Management,
True,2528,Male,STEM,Investment Banking,
False,5295,Male,Business,Consulting,
False,5634,Female,Humanities,Investment Banking,
False,5487,Male,Business,Investment Banking,
False,4352,Male,STEM,Other,
False,2146,Female,Business,Health Care,
False,762,Male,Humanities,Consulting,
False,3465,Male,Humanities,Consulting,
False,3205,Male,Humanities,PE/VC,
False,209,Male,Business,Consulting,Admit
False,3270,Male,Humanities,Other,
False,4523,Male,Business,Nonprofit/Gov,
False,2050,Female,Business,PE/VC,Admit
False,5373,Female,Business,Consulting,Admit
False,5217,Male,Business,Technology,
False,4340,Female,STEM,Technology,Admit
True,4039,Female,Business,Consulting,
False,5748,Male,Business,Technology,
False,5793,Male,Humanities,Technology,
False,3966,Male,Humanities,PE/VC,
True,2044,Male,Humanities,Consulting,
False,77,Male,Humanities,PE/VC,
False,4971,Male,Business,Energy,
False,4856,Male,Humanities,Consulting,
False,4558,Male,STEM,Financial Services,
False,6028,Female,Humanities,Technology,
False,224,Female,Business,Investment Banking,Admit
False,3962,Male,STEM,PE/VC,
False,5976,Male,Humanities,Investment Banking,
False,857,Male,Business,CPG,
False,5254,Male,Humanities,PE/VC,
False,4522,Male,STEM,Consulting,
False,19,Male,Humanities,Financial Services,
False,4425,Male,Humanities,PE/VC,
False,4276,Male,Humanities,Financial Services,
False,2551,Male,STEM,Real Estate,
True,5312,Female,Humanities,Investment Banking,
False,1410,Female,Business,Consulting,
False,421,Male,Humanities,Nonprofit/Gov,
True,1398,Male,STEM,Investment Management,
False,1602,Male,STEM,Technology,
False,5853,Male,STEM,Consulting,Admit
False,1967,Male,Business,Nonprofit/Gov,
False,999,Male,STEM,Investment Banking,
False,3837,Female,Business,Investment Banking,Admit
False,2488,Male,STEM,Health Care,
False,3048,Female,Humanities,PE/VC,Admit
False,5590,Male,Business,Investment Banking,
True,4399,Female,Humanities,Other,
True,3603,Male,Business,Nonprofit/Gov,
True,5268,Male,STEM,Consulting,
True,343,Male,Business,Technology,
False,3468,Female,Business,Consulting,
False,1878,Male,Business,Investment Banking,
False,4848,Male,STEM,Consulting,
False,2231,Male,Humanities,Consulting,Admit
False,4517,Male,Business,Consulting,
False,2836,Male,Business,Technology,
False,5252,Female,Humanities,Nonprofit/Gov,
False,1966,Male,STEM,CPG,
True,2102,Male,Humanities,Nonprofit/Gov,
False,6078,Male,STEM,Consulting,
False,86,Male,Business,Nonprofit/Gov,
True,1623,Female,STEM,PE/VC,
False,2737,Female,Humanities,Investment Banking,
False,29,Male,Business,Retail,
True,4227,Male,Business,Technology,Admit
False,5005,Male,Humanities,Technology,
True,3378,Male,STEM,PE/VC,
False,3343,Male,Humanities,Financial Services,
False,5384,Male,STEM,PE/VC,
False,5733,Female,Humanities,Nonprofit/Gov,
False,4571,Male,Business,PE/VC,
True,3906,Male,STEM,Investment Management,
True,1206,Female,Business,Other,
False,4824,Female,Business,Consulting,Admit
True,689,Male,Business,Consulting,
False,348,Male,STEM,Technology,
True,2167,Female,Business,PE/VC,
False,2740,Female,STEM,Consulting,
False,3910,Female,Humanities,PE/VC,
False,3307,Male,STEM,PE/VC,
False,286,Female,Business,PE/VC,Admit
True,5428,Female,Business,Consulting,
False,5472,Male,Business,PE/VC,
False,849,Male,Business,Nonprofit/Gov,
False,2158,Male,STEM,Consulting,
True,5412,Female,STEM,Consulting,
False,5027,Male,Humanities,Other,Admit
True,4529,Male,Business,Health Care,
True,1836,Male,Humanities,Consulting,
False,2588,Female,Humanities,PE/VC,
False,1593,Female,Humanities,Consulting,
False,4030,Female,Humanities,Financial Services,Admit
False,1005,Female,STEM,Real Estate,
True,6111,Female,STEM,Other,
True,1236,Male,Humanities,PE/VC,
False,406,Female,Business,Investment Banking,Admit
False,1883,Male,Humanities,Health Care,
True,3392,Male,Humanities,Consulting,
True,5551,Female,STEM,Consulting,
False,5059,Female,Humanities,Financial Services,
False,799,Male,STEM,PE/VC,
True,2070,Male,Business,Other,
False,3325,Female,Humanities,Real Estate,
False,4513,Male,Humanities,Consulting,
False,1427,Male,Humanities,Consulting,
True,4753,Male,STEM,Investment Banking,Admit
False,5471,Male,STEM,Consulting,
True,5869,Female,Humanities,Financial Services,Admit
False,3634,Male,Humanities,PE/VC,Admit
False,2329,Male,STEM,Investment Banking,
False,858,Male,Humanities,Other,
False,5984,Female,STEM,Investment Banking,
True,3353,Male,Humanities,PE/VC,
True,5376,Male,STEM,Consulting,
False,1324,Female,STEM,Technology,
False,4969,Male,Humanities,Technology,
False,4419,Male,STEM,Other,
True,1998,Male,Humanities,Technology,
True,1260,Male,Humanities,Consulting,
False,4356,Male,Business,Consulting,
True,4004,Female,Business,Consulting,
True,5913,Male,STEM,Financial Services,
True,2877,Female,Humanities,Nonprofit/Gov,
False,938,Female,Humanities,Consulting,
True,5456,Female,Business,PE/VC,
False,5782,Male,Humanities,Technology,
False,1774,Male,Humanities,Consulting,
False,5330,Male,STEM,Health Care,
False,2891,Female,Business,Investment Banking,
True,784,Male,Humanities,Technology,
False,661,Male,Business,Financial Services,
False,2176,Male,STEM,Investment Banking,
True,5882,Female,Humanities,Consulting,
False,5732,Male,Humanities,Investment Banking,
True,1812,Male,Humanities,Consulting,
False,4784,Female,Humanities,Nonprofit/Gov,
False,1773,Male,Business,Consulting,
False,3816,Female,Business,Investment Banking,
False,6143,Female,Humanities,PE/VC,
True,2287,Male,Business,Other,
False,3144,Male,Humanities,PE/VC,
True,5639,Male,STEM,Other,
True,1950,Male,Humanities,Technology,
False,1783,Female,Business,Consulting,
True,3202,Male,Humanities,Investment Banking,
False,2860,Male,Humanities,Investment Banking,Admit
False,1445,Female,STEM,Health Care,
False,1754,Female,Business,Technology,
False,5402,Male,Business,Technology,
False,2529,Female,STEM,PE/VC,
False,1564,Female,Humanities,PE/VC,
False,3530,Female,Humanities,Financial Services,
False,2522,Male,STEM,Consulting,Waitlist
False,216,Male,STEM,PE/VC,
False,4079,Male,Humanities,Consulting,
False,4024,Female,STEM,Other,Admit
False,540,Male,STEM,Other,
False,5424,Female,Business,Other,
True,1758,Male,Business,Investment Management,
True,1218,Male,Humanities,Health Care,Admit
False,3320,Male,Humanities,Other,
False,129,Female,Humanities,Other,
False,4958,Male,Business,PE/VC,
False,4405,Female,STEM,Retail,
False,43,Male,Humanities,Consulting,
False,3136,Female,Humanities,Investment Management,
False,4871,Male,Business,Nonprofit/Gov,
True,5224,Female,STEM,Health Care,
False,6165,Male,STEM,Technology,
False,1375,Female,Humanities,Consulting,
True,3865,Male,STEM,Financial Services,
True,3330,Male,Humanities,Nonprofit/Gov,
True,2343,Male,Humanities,Consulting,
True,1356,Male,STEM,Investment Banking,Admit
False,1296,Male,Business,PE/VC,
True,4768,Female,Business,Consulting,Admit
False,4633,Male,Humanities,Nonprofit/Gov,
True,4330,Male,Business,Consulting,
False,2895,Male,Business,Financial Services,
