Owner_play_time_minutes,Longitude,Country,Eye_colour,Preferred_food,Fur_colour_dominant,Fur_pattern,Breed,Body_length,Age_in_years,Gender,Weight,Neutered_or_spayed
20,-123.116226,Canada,blue,dry,white,solid,Angora,40,7.0,male,4.7,True
30,2.349014,France,amber,wet,black,bicolor,Angora,24,1.83,female,4.3,True
27,-76.61219,USA,amber,dry,white,solid,Angora,38,7.83,male,4.0,True
23,-0.127758,UK,blue,wet,seal,colorpoint,Ragdoll,44,6.25,male,8.22,True
3,-1.549077,UK,blue,dry,brown/chocolate,colorpoint,Ragdoll,29,1.5,male,5.1,False
54,-2.991573,UK,yellow,wet,brown/chocolate,tabby,Maine coon,26,0.5,male,3.3,False
39,5.36978,France,amber,wet,white,solid,Angora,28,1.67,male,3.1,True
16,-75.697193,Canada,blue,dry,white,solid,Angora,37,6.75,female,2.4,False
30,6.773456,Germany,blue,wet,red/cream,colorpoint,Ragdoll,52,5.67,male,5.94,False
13,-71.05977,USA,blue,dry,seal,colorpoint,Ragdoll,53,8.42,male,5.99,False
24,-76.61219,USA,amber,wet,white,solid,Angora,41,6.25,male,4.4,False
18,-71.05977,USA,yellow,wet,black,solid,Maine coon,43,5.92,female,5.59,True
30,-74.00597,USA,yellow,dry,black,solid,Maine coon,70,4.25,female,5.0,True
33,-74.00597,USA,yellow,dry,red/cream,tabby,Maine coon,84,6.67,male,10.2,False
4,-76.61219,USA,blue,wet,brown/chocolate,colorpoint,Ragdoll,46,3.5,male,6.79,False
14,-122.41942,USA,blue,wet,white,solid,Angora,36,4.0,female,2.4,True
17,-77.03637,USA,blue,dry,red/cream,bicolor,Ragdoll,53,4.42,male,5.7,True
14,-0.57918,France,amber,wet,white,solid,Angora,33,1.92,female,3.4,True
39,2.349014,France,amber,wet,white,solid,Angora,38,2.25,male,5.3,True
27,-122.67621,USA,green,wet,black,solid,Maine coon,76,5.0,male,8.4,True
31,-87.623177,USA,blue,wet,seal,colorpoint,Ragdoll,12,0.08,male,0.8,False
23,-1.549077,UK,blue,wet,seal,colorpoint,Ragdoll,27,4.0,female,4.5,True
13,-122.67621,USA,yellow,wet,black,solid,Maine coon,65,5.58,female,5.16,True
12,-122.41942,USA,yellow,wet,black,solid,Maine coon,56,7.83,male,11.1,True
20,-77.03637,USA,blue,wet,seal,colorpoint,Ragdoll,11,0.08,male,0.6,False
8,-87.623177,USA,blue,wet,red/cream,colorpoint,Ragdoll,50,8.17,male,8.7,True
17,13.404954,Germany,green,dry,white,solid,Angora,40,5.5,male,5.2,True
25,-77.03637,USA,yellow,wet,black,solid,Maine coon,65,6.33,female,5.4,True
18,-122.41942,USA,yellow,dry,red/cream,tabby,Maine coon,55,7.67,male,8.4,True
12,-76.61219,USA,blue,wet,seal,colorpoint,Ragdoll,44,8.58,female,5.7,True
12,-71.05977,USA,yellow,wet,black,tortie,Maine coon,46,4.42,female,6.62,False
22,-74.00597,USA,yellow,wet,red/cream,tabby,Maine coon,77,5.0,male,10.6,True
23,-87.623177,USA,blue,wet,white,solid,Angora,39,3.92,male,4.4,False
44,-2.991573,UK,blue,wet,red/cream,tabby,Maine coon,56,4.75,male,4.0,True
54,-1.890401,UK,yellow,dry,brown/chocolate,solid,Maine coon,40,0.67,male,3.1,True
10,-122.33207,USA,yellow,dry,black,bicolor,Maine coon,78,9.58,male,12.1,True
15,-2.991573,UK,blue,wet,seal,colorpoint,Ragdoll,51,6.17,male,7.25,False
9,-0.127758,UK,blue,dry,seal,bicolor,Ragdoll,40,6.17,female,6.84,True
27,13.404954,Germany,blue,wet,black,solid,Angora,40,5.58,male,4.4,False
21,8.682127,Germany,blue,wet,seal,colorpoint,Ragdoll,21,0.58,female,3.9,True
27,-122.41942,USA,blue,dry,black,bicolor,Angora,41,7.33,male,3.9,False
12,-122.33207,USA,blue,dry,seal,colorpoint,Ragdoll,39,3.08,female,6.75,True
28,-77.03637,USA,blue,wet,white,solid,Angora,35,3.92,female,2.8,True
46,-2.991573,UK,green,wet,red/cream,colorpoint,Ragdoll,29,1.08,male,4.0,False
21,-71.05977,USA,blue,wet,white,solid,Angora,34,6.5,female,3.8,False
23,-114.066666,Canada,blue,wet,red/cream,colorpoint,Ragdoll,49,7.67,male,7.24,True
40,-1.890401,UK,green,wet,black,solid,Maine coon,42,1.08,female,3.1,True
6,2.349014,France,blue,wet,brown/chocolate,colorpoint,Ragdoll,44,3.67,female,4.91,False
9,-71.05977,USA,blue,wet,lilac,colorpoint,Ragdoll,45,5.83,female,7.08,False
20,-74.00597,USA,blue,wet,seal,bicolor,Ragdoll,43,6.08,male,6.22,False
16,-76.61219,USA,blue,dry,seal,colorpoint,Ragdoll,45,5.58,female,4.31,False
11,-74.00597,USA,blue,wet,white,solid,Angora,35,4.08,female,4.7,False
13,-75.697193,Canada,yellow,dry,red/cream,tabby,Maine coon,80,5.67,male,9.6,False
19,-123.116226,Canada,blue,dry,seal,colorpoint,Ragdoll,27,1.25,female,3.8,True
34,-76.61219,USA,green,wet,seal,colorpoint,Ragdoll,49,7.92,male,6.28,False
50,-122.41942,USA,blue,wet,brown/chocolate,tabby,Maine coon,22,0.25,female,3.3,False
4,-122.41942,USA,yellow,dry,brown/chocolate,solid,Maine coon,88,5.25,male,8.8,True
17,-76.61219,USA,yellow,wet,red/cream,tabby,Maine coon,81,7.92,male,7.3,True
3,-122.67621,USA,blue,wet,seal,colorpoint,Ragdoll,29,2.5,male,6.77,False
29,-77.03637,USA,blue,wet,seal,colorpoint,Ragdoll,49,5.58,female,4.57,False
37,-74.00597,USA,yellow,wet,red/cream,tabby,Maine coon,69,7.25,male,10.4,True
21,-74.00597,USA,blue,wet,brown/chocolate,colorpoint,Ragdoll,48,7.08,male,7.18,True
9,11.576124,Germany,green,wet,white,solid,Angora,38,5.17,female,3.9,True
22,-114.066666,Canada,blue,dry,brown/chocolate,colorpoint,Ragdoll,25,1.25,male,4.7,True
10,-77.03637,USA,green,wet,black,solid,Maine coon,66,6.42,female,5.0,False
12,-71.05977,USA,blue,dry,seal,colorpoint,Ragdoll,49,7.5,male,7.25,False
40,-74.00597,USA,blue,dry,black,solid,Angora,17,0.17,male,0.8,False
14,-76.61219,USA,amber,dry,white,solid,Angora,39,9.67,male,5.2,False
11,-1.553621,France,green,wet,black,solid,Angora,32,2.0,female,2.4,False
19,-77.03637,USA,blue,dry,seal,colorpoint,Ragdoll,45,7.83,female,3.98,True
35,-71.05977,USA,blue,wet,brown/chocolate,colorpoint,Ragdoll,14,0.17,female,1.1,False
29,-122.33207,USA,blue,wet,seal,colorpoint,Ragdoll,12,0.08,male,0.9,False
11,-76.61219,USA,yellow,wet,black,tortie,Maine coon,74,4.0,female,5.3,False
12,-87.623177,USA,amber,wet,white,solid,Angora,36,6.42,male,4.7,True
26,-77.03637,USA,blue,dry,seal,colorpoint,Ragdoll,40,5.67,female,5.49,True
32,-2.242631,UK,blue,wet,seal,tortie,Ragdoll,20,1.67,female,3.5,True
5,13.404954,Germany,blue,wet,seal,tortie,Ragdoll,40,7.0,female,5.79,False
22,-76.61219,USA,yellow,dry,black,solid,Maine coon,67,8.17,male,7.0,False
16,-74.00597,USA,blue,wet,seal,colorpoint,Ragdoll,42,9.67,female,6.31,True
22,-71.05977,USA,blue,dry,seal,colorpoint,Ragdoll,48,8.17,male,5.74,False
34,-71.05977,USA,blue,dry,white,solid,Maine coon,39,4.92,female,4.54,True
15,-1.549077,UK,yellow,dry,brown/chocolate,tabby,Maine coon,66,2.25,female,8.42,False
14,-74.00597,USA,blue,wet,seal,colorpoint,Ragdoll,48,4.92,male,7.78,False
25,-0.57918,France,blue,dry,seal,colorpoint,Ragdoll,43,3.58,male,6.68,True
45,-76.61219,USA,yellow,wet,black,solid,Maine coon,64,9.33,female,5.18,True
14,-87.623177,USA,yellow,dry,black,solid,Maine coon,51,5.75,male,8.9,True
16,-122.33207,USA,yellow,dry,black,solid,Maine coon,87,9.5,male,7.3,True
35,-0.127758,UK,blue,wet,white,solid,Maine coon,15,0.17,female,1.2,False
26,-74.00597,USA,yellow,wet,black,solid,Maine coon,72,4.5,female,4.8,True
30,-76.61219,USA,yellow,wet,black,tortie,Maine coon,52,7.0,female,7.96,False
12,-74.00597,USA,amber,wet,seal,bicolor,Ragdoll,43,5.75,male,7.13,True
30,-71.05977,USA,blue,wet,black,bicolor,Angora,58,9.08,male,5.2,True
19,-74.00597,USA,amber,dry,white,solid,Angora,41,4.5,male,5.1,True
39,-122.41942,USA,blue,dry,brown/chocolate,colorpoint,Ragdoll,15,0.08,male,0.8,False
32,-122.41942,USA,amber,wet,white,solid,Angora,39,7.92,male,3.8,True
17,-77.03637,USA,blue,wet,red/cream,solid,Angora,38,4.58,male,5.1,True
33,-77.03637,USA,blue,wet,red/cream,colorpoint,Ragdoll,42,4.33,male,6.71,False
9,-76.61219,USA,yellow,wet,red/cream,solid,Maine coon,68,5.17,male,9.7,True
30,-74.00597,USA,blue,dry,seal,colorpoint,Ragdoll,51,3.0,male,7.65,True
29,-76.61219,USA,yellow,wet,black,solid,Maine coon,40,8.17,female,5.45,True
20,-71.05977,USA,green,dry,black,solid,Maine coon,67,8.5,male,10.9,True
18,-74.00597,USA,amber,wet,white,solid,Angora,33,8.08,female,3.1,False
19,-74.00597,USA,yellow,dry,red/cream,solid,Maine coon,57,4.58,male,8.7,True
28,-2.991573,UK,yellow,wet,black,solid,Maine coon,77,2.83,female,5.0,True
15,-74.00597,USA,blue,wet,seal,colorpoint,Ragdoll,47,4.58,male,8.38,True
31,-77.03637,USA,yellow,wet,black,bicolor,Maine coon,69,9.42,male,8.7,False
10,-74.00597,USA,yellow,wet,black,solid,Maine coon,88,9.17,male,10.5,True
30,-74.00597,USA,yellow,wet,black,solid,Maine coon,42,5.17,female,6.11,True
8,-77.03637,USA,blue,wet,seal,colorpoint,Ragdoll,38,2.67,female,4.59,False
18,11.576124,Germany,yellow,wet,brown/chocolate,tortie,Maine coon,63,6.83,female,7.82,True
22,-2.242631,UK,yellow,wet,black,bicolor,Maine coon,52,0.75,male,3.4,False
37,3.87771,France,yellow,wet,red/cream,tabby,Maine coon,36,1.75,male,3.3,True
16,-77.03637,USA,green,wet,white,solid,Angora,36,7.5,female,3.5,False
18,-87.623177,USA,blue,dry,white,solid,Angora,36,6.5,male,4.0,True
18,-71.05977,USA,amber,wet,white,solid,Angora,39,8.58,male,4.4,False
18,-74.00597,USA,green,dry,seal,colorpoint,Ragdoll,48,9.58,male,8.58,True
53,8.682127,Germany,blue,dry,seal,colorpoint,Ragdoll,26,0.83,female,3.5,True
29,-2.991573,UK,blue,wet,red/cream,bicolor,Ragdoll,22,0.42,male,3.2,False
7,-73.561668,Canada,blue,dry,seal,colorpoint,Ragdoll,30,4.25,male,5.2,False
22,-122.33207,USA,blue,wet,red/cream,colorpoint,Ragdoll,29,3.42,male,8.5,True
21,8.682127,Germany,yellow,wet,black,solid,Maine coon,42,7.0,female,3.99,True
29,-71.05977,USA,blue,wet,black,bicolor,Angora,37,8.0,female,3.4,False
30,-71.05977,USA,yellow,dry,red/cream,tabby,Maine coon,56,5.92,male,7.0,True
48,-0.127758,UK,green,wet,seal,colorpoint,Ragdoll,21,0.42,female,3.9,True
37,-122.33207,USA,yellow,wet,black,solid,Maine coon,83,5.17,male,10.5,False
24,8.682127,Germany,blue,wet,seal,colorpoint,Ragdoll,43,5.67,female,5.58,False
38,-122.67621,USA,green,wet,white,solid,Angora,15,0.17,male,0.8,False
16,-74.00597,USA,blue,wet,seal,colorpoint,Ragdoll,28,1.0,female,4.4,False
35,-87.623177,USA,green,wet,brown/chocolate,colorpoint,Ragdoll,44,4.83,female,4.21,True
26,-79.347015,Canada,blue,wet,seal,bicolor,Ragdoll,48,7.75,male,7.72,False
26,-1.549077,UK,blue,wet,white,solid,Maine coon,31,1.0,female,3.2,True
16,-2.242631,UK,blue,wet,seal,colorpoint,Ragdoll,21,0.33,male,3.0,False
11,-77.03637,USA,blue,wet,red/cream,bicolor,Ragdoll,43,4.83,male,6.95,False
22,-2.991573,UK,blue,dry,red/cream,tabby,Angora,48,9.83,male,5.2,False
23,6.773456,Germany,yellow,wet,red/cream,tabby,Maine coon,48,6.92,male,6.2,True
27,-71.05977,USA,blue,wet,brown/chocolate,colorpoint,Ragdoll,45,9.42,female,6.48,True
29,-74.00597,USA,blue,dry,white,solid,Angora,37,5.08,female,3.1,True
41,4.834277,France,amber,wet,white,solid,Angora,35,1.0,male,3.9,True
20,-1.890401,UK,blue,wet,seal,colorpoint,Ragdoll,26,1.58,female,4.1,False
34,-77.03637,USA,blue,wet,seal,colorpoint,Ragdoll,45,7.58,male,6.31,True
37,-87.623177,USA,amber,dry,white,solid,Angora,33,3.5,female,4.3,False
12,-71.05977,USA,blue,wet,seal,colorpoint,Ragdoll,36,2.33,female,5.3,True
14,-76.61219,USA,green,dry,seal,colorpoint,Ragdoll,28,2.58,male,5.0,True
24,-77.03637,USA,green,wet,brown/chocolate,colorpoint,Ragdoll,20,2.33,female,4.7,True
29,-77.03637,USA,blue,wet,red/cream,colorpoint,Ragdoll,35,2.17,male,8.29,True
30,13.404954,Germany,yellow,dry,red/cream,solid,Maine coon,53,1.92,male,4.0,True
46,5.36978,France,blue,wet,white,solid,Angora,19,0.25,female,2.0,False
46,-0.127758,UK,blue,wet,seal,colorpoint,Ragdoll,22,0.33,female,3.2,False
41,-1.890401,UK,yellow,wet,black,solid,Maine coon,80,2.33,female,6.9,True
17,-77.03637,USA,blue,dry,brown/chocolate,colorpoint,Ragdoll,31,1.0,male,4.4,True
20,-77.03637,USA,blue,wet,red/cream,colorpoint,Ragdoll,43,9.0,male,6.42,True
34,-1.549077,UK,yellow,wet,brown/chocolate,tabby,Maine coon,35,1.67,male,3.9,True
45,11.576124,Germany,green,dry,seal,bicolor,Ragdoll,22,1.67,female,4.3,True
31,-0.57918,France,blue,dry,seal,colorpoint,Ragdoll,48,3.58,female,3.98,True
18,-2.242631,UK,blue,wet,seal,tortie,Ragdoll,38,6.33,female,5.6,True
25,-123.116226,Canada,blue,wet,seal,colorpoint,Ragdoll,28,1.83,female,4.0,True
6,-77.03637,USA,amber,dry,white,solid,Angora,38,9.0,female,3.7,True
19,-77.03637,USA,green,wet,black,solid,Maine coon,79,4.42,female,6.25,False
33,-2.242631,UK,yellow,wet,black,solid,Maine coon,76,2.08,female,6.31,True
32,6.773456,Germany,blue,wet,seal,colorpoint,Ragdoll,25,0.75,female,3.8,True
23,-77.03637,USA,blue,dry,seal,colorpoint,Ragdoll,45,5.5,male,6.63,False
11,-74.00597,USA,yellow,wet,black,tortie,Maine coon,51,6.5,female,5.3,False
34,-74.00597,USA,blue,wet,white,solid,Angora,35,5.92,female,3.3,True
10,-77.03637,USA,green,dry,seal,colorpoint,Ragdoll,47,7.58,male,7.73,True
37,6.773456,Germany,blue,wet,red/cream,tabby,Angora,37,5.67,male,5.3,True
22,-76.61219,USA,blue,dry,seal,colorpoint,Ragdoll,38,3.17,female,3.98,True
37,-74.00597,USA,blue,wet,white,solid,Angora,14,0.08,female,0.7,False
26,-77.03637,USA,blue,wet,white,solid,Angora,33,7.75,female,3.1,True
27,-87.623177,USA,yellow,dry,brown/chocolate,tabby,Maine coon,63,4.33,male,10.3,True
12,2.349014,France,amber,wet,white,solid,Angora,33,1.58,female,3.2,True
35,-74.00597,USA,blue,dry,seal,colorpoint,Ragdoll,43,3.33,male,7.65,True
10,-79.347015,Canada,blue,wet,white,solid,Maine coon,39,5.58,female,4.76,False
35,-74.00597,USA,green,wet,brown/chocolate,tabby,Maine coon,72,6.08,male,9.3,False
22,-122.67621,USA,blue,wet,seal,tortie,Ragdoll,40,2.67,female,4.61,True
6,-122.41942,USA,blue,wet,red/cream,colorpoint,Ragdoll,51,5.17,male,7.78,True
6,-77.03637,USA,blue,dry,seal,colorpoint,Ragdoll,53,3.83,male,7.54,False
18,2.349014,France,amber,dry,white,solid,Angora,33,1.58,female,3.5,True
22,-74.00597,USA,blue,wet,red/cream,tortie,Maine coon,15,0.08,female,0.5,False
23,-87.623177,USA,blue,wet,red/cream,solid,Angora,35,5.83,female,2.6,True
13,-122.67621,USA,yellow,wet,black,solid,Maine coon,51,6.75,male,8.7,True
7,11.576124,Germany,blue,wet,brown/chocolate,colorpoint,Ragdoll,44,6.67,male,6.27,True
26,-77.03637,USA,yellow,wet,black,bicolor,Maine coon,72,3.83,female,7.1,True
29,8.682127,Germany,yellow,wet,red/cream,tabby,Maine coon,78,6.92,male,8.8,False
21,-87.623177,USA,green,wet,seal,colorpoint,Ragdoll,53,9.5,male,7.09,False
15,-77.03637,USA,blue,wet,white,solid,Angora,37,7.75,male,4.2,True
32,-87.623177,USA,blue,wet,seal,colorpoint,Ragdoll,48,3.17,female,6.39,False
14,-77.03637,USA,amber,wet,white,solid,Angora,41,4.92,male,4.9,False
31,-122.33207,USA,blue,wet,red/cream,colorpoint,Ragdoll,10,0.08,male,0.9,False
20,-77.03637,USA,yellow,wet,black,solid,Maine coon,59,6.0,female,7.56,True
18,-1.549077,UK,blue,wet,seal,colorpoint,Ragdoll,25,3.25,male,4.3,False
30,5.36978,France,blue,dry,black,solid,Angora,40,2.67,male,4.0,False
19,-77.03637,USA,blue,wet,white,solid,Angora,36,6.42,female,2.5,True
34,-122.33207,USA,blue,wet,brown/chocolate,colorpoint,Ragdoll,24,1.17,female,3.9,True
17,-74.00597,USA,amber,wet,white,solid,Angora,34,8.0,female,4.9,True
37,-2.991573,UK,blue,dry,brown/chocolate,colorpoint,Ragdoll,28,1.5,male,4.1,True
40,-74.00597,USA,blue,dry,black,solid,Angora,14,0.17,male,0.7,False
17,2.349014,France,blue,dry,brown/chocolate,tabby,Maine coon,38,1.5,female,3.2,False
16,-122.41942,USA,blue,dry,brown/chocolate,colorpoint,Ragdoll,48,10.0,male,7.59,True
21,-2.242631,UK,yellow,wet,black,bicolor,Maine coon,32,4.83,female,4.0,True
5,-122.41942,USA,blue,wet,brown/chocolate,tortie,Ragdoll,38,6.5,female,6.93,True
25,-71.05977,USA,amber,wet,white,solid,Angora,38,5.75,female,3.2,True
18,-0.57918,France,green,wet,white,solid,Angora,35,2.5,female,3.6,True
32,-71.05977,USA,blue,wet,white,solid,Angora,36,6.83,female,3.6,True
27,-76.61219,USA,yellow,wet,brown/chocolate,tabby,Maine coon,70,6.42,male,8.1,False
10,-1.549077,UK,blue,wet,brown/chocolate,colorpoint,Ragdoll,28,3.42,male,4.9,True
34,-77.03637,USA,blue,wet,white,solid,Angora,39,4.42,male,4.4,False
31,-74.00597,USA,green,wet,red/cream,tabby,Maine coon,85,8.58,male,9.2,False
25,-77.03637,USA,green,wet,white,solid,Angora,36,9.33,female,3.9,False
27,-74.00597,USA,green,dry,black,solid,Maine coon,59,6.67,male,8.4,True
9,13.404954,Germany,blue,wet,white,solid,Angora,36,5.33,male,4.5,False
48,-0.127758,UK,blue,wet,seal,colorpoint,Ragdoll,22,0.33,male,3.2,False
19,-74.00597,USA,yellow,wet,black,solid,Maine coon,70,6.5,male,10.9,True
23,-71.05977,USA,amber,dry,white,solid,Angora,37,4.17,female,3.8,True
39,-1.553621,France,amber,wet,white,solid,Angora,25,2.25,male,3.1,True
27,-71.05977,USA,yellow,wet,black,solid,Maine coon,49,7.17,female,7.0,False
9,-77.03637,USA,yellow,dry,black,solid,Maine coon,60,10.25,female,8.22,True
18,-71.05977,USA,blue,wet,seal,colorpoint,Ragdoll,44,9.83,female,6.25,True
56,2.349014,France,green,dry,white,solid,Angora,31,0.83,male,3.4,False
33,5.36978,France,green,dry,black,solid,Angora,39,2.33,female,2.7,True
27,-74.00597,USA,blue,dry,seal,colorpoint,Ragdoll,47,3.33,female,4.59,False
29,-0.127758,UK,yellow,dry,brown/chocolate,tabby,Maine coon,38,2.0,female,3.3,False
25,-71.05977,USA,blue,dry,white,solid,Angora,35,7.42,female,3.9,True
44,-0.57918,France,amber,wet,white,solid,Angora,37,2.5,male,4.7,False
31,-71.05977,USA,amber,wet,white,solid,Angora,40,5.08,male,4.7,True
36,4.834277,France,amber,dry,white,solid,Angora,37,4.25,male,4.6,True
5,-71.05977,USA,blue,wet,seal,colorpoint,Ragdoll,52,2.67,male,7.41,True
40,-0.57918,France,green,wet,black,solid,Angora,22,1.83,female,2.9,True
18,-74.00597,USA,yellow,wet,black,solid,Maine coon,59,8.92,female,7.75,True
15,-87.623177,USA,green,wet,seal,colorpoint,Ragdoll,55,8.92,male,9.13,True
2,-87.623177,USA,blue,wet,seal,mitted,Ragdoll,39,5.83,female,6.9,True
5,-74.00597,USA,blue,wet,brown/chocolate,bicolor,Ragdoll,43,7.17,male,9.0,True
0,-77.03637,USA,blue,wet,red/cream,colorpoint,Ragdoll,52,4.83,male,7.72,True
24,8.682127,Germany,yellow,wet,black,solid,Maine coon,80,3.33,female,5.47,True
38,-0.127758,UK,amber,dry,white,solid,Angora,35,4.92,female,2.9,True
35,-2.991573,UK,yellow,dry,black,solid,Maine coon,45,2.58,female,6.09,True
14,-77.03637,USA,blue,wet,brown/chocolate,colorpoint,Ragdoll,46,8.58,male,6.61,False
37,13.404954,Germany,yellow,wet,brown/chocolate,solid,Maine coon,73,3.42,male,9.8,False
16,-74.00597,USA,green,dry,white,solid,Angora,39,3.0,male,4.4,True
8,-122.67621,USA,blue,wet,seal,bicolor,Ragdoll,45,9.0,male,6.66,True
31,-2.242631,UK,green,wet,brown/chocolate,solid,Maine coon,12,0.17,female,0.9,False
23,13.404954,Germany,blue,dry,white,solid,Angora,37,5.25,female,3.1,False
21,-74.00597,USA,yellow,wet,black,solid,Maine coon,51,5.83,male,7.9,True
14,-71.05977,USA,green,dry,seal,colorpoint,Ragdoll,48,9.25,female,6.11,False
31,-71.05977,USA,blue,wet,seal,tortie,Ragdoll,39,3.33,female,4.72,False
7,-122.33207,USA,blue,dry,seal,colorpoint,Ragdoll,46,8.25,male,9.07,True
23,-122.67621,USA,blue,wet,seal,colorpoint,Ragdoll,46,9.17,male,5.84,True
21,-87.623177,USA,amber,wet,seal,colorpoint,Ragdoll,38,3.92,female,5.81,False
30,-122.67621,USA,amber,wet,black,solid,Angora,35,4.33,female,3.8,True
13,-1.553621,France,yellow,dry,brown/chocolate,tabby,Maine coon,46,1.5,male,4.3,False
34,-74.00597,USA,blue,wet,red/cream,colorpoint,Ragdoll,16,0.17,female,0.8,False
18,-122.41942,USA,blue,wet,seal,colorpoint,Ragdoll,39,4.58,female,4.23,True
30,-122.41942,USA,blue,dry,seal,colorpoint,Ragdoll,21,1.42,female,4.3,False
38,-77.03637,USA,blue,wet,seal,colorpoint,Ragdoll,38,9.42,female,6.38,True
25,-122.33207,USA,blue,dry,red/cream,tabby,Angora,39,3.08,male,5.1,True
13,-2.242631,UK,blue,wet,white,solid,Angora,40,11.25,male,4.4,True
31,-77.03637,USA,yellow,dry,black,solid,Maine coon,55,6.17,female,5.0,False
26,-77.03637,USA,blue,wet,seal,tortie,Ragdoll,45,4.5,female,4.33,True
20,-2.242631,UK,yellow,dry,black,bicolor,Maine coon,53,1.75,female,4.0,True
17,-79.347015,Canada,blue,wet,white,solid,Angora,40,6.75,male,4.5,True
1,11.576124,Germany,green,wet,red/cream,bicolor,Ragdoll,52,5.58,male,7.3,False
28,-122.67621,USA,amber,dry,white,solid,Angora,35,4.17,female,2.8,True
16,-2.242631,UK,green,dry,seal,colorpoint,Ragdoll,22,0.33,female,3.2,True
28,-122.33207,USA,blue,wet,seal,colorpoint,Ragdoll,53,8.17,male,8.38,False
20,-0.127758,UK,blue,wet,red/cream,tabby,Maine coon,14,0.17,male,0.7,False
2,-122.67621,USA,blue,wet,seal,colorpoint,Ragdoll,31,3.25,male,5.4,True
31,-0.127758,UK,green,wet,seal,tortie,Ragdoll,21,0.33,female,3.0,False
35,-74.00597,USA,yellow,wet,black,solid,Maine coon,75,7.92,male,9.5,False
17,-77.03637,USA,green,dry,red/cream,bicolor,Ragdoll,44,2.92,male,6.7,True
17,2.349014,France,yellow,wet,black,solid,Maine coon,50,1.33,female,3.3,True
23,-71.05977,USA,yellow,wet,black,solid,Maine coon,52,8.17,male,8.7,True
20,-87.623177,USA,blue,wet,white,solid,Angora,34,3.58,female,3.3,True
12,-74.00597,USA,yellow,dry,red/cream,solid,Maine coon,75,9.0,male,9.7,True
1,-122.33207,USA,blue,dry,brown/chocolate,tortie,Ragdoll,22,2.42,female,5.3,True
12,-71.05977,USA,yellow,wet,red/cream,solid,Maine coon,66,9.25,male,11.3,True
27,-122.33207,USA,yellow,wet,black,solid,Maine coon,41,6.33,female,6.92,True
7,-74.00597,USA,blue,dry,seal,colorpoint,Ragdoll,28,2.33,male,6.3,True
55,-1.553621,France,blue,wet,red/cream,solid,Angora,23,0.58,male,3.0,False
21,4.834277,France,green,dry,black,solid,Angora,34,2.67,female,3.9,True
10,-74.00597,USA,green,wet,seal,colorpoint,Ragdoll,48,5.5,male,8.74,True
0,-122.33207,USA,blue,wet,seal,colorpoint,Ragdoll,38,7.83,female,6.2,True
16,5.36978,France,amber,wet,white,solid,Angora,38,3.0,male,5.0,True
23,4.834277,France,blue,dry,black,solid,Angora,34,1.75,female,4.7,True
22,-123.116226,Canada,amber,wet,white,solid,Angora,39,6.92,female,4.3,True
37,-122.41942,USA,yellow,dry,black,solid,Maine coon,48,7.17,female,7.3,True
7,-77.03637,USA,blue,dry,seal,colorpoint,Ragdoll,40,3.83,female,6.89,True
29,-71.05977,USA,blue,wet,seal,colorpoint,Ragdoll,51,4.08,male,5.89,True
25,-77.03637,USA,blue,wet,red/cream,colorpoint,Ragdoll,52,9.0,male,7.99,False
25,-77.03637,USA,amber,dry,white,solid,Angora,35,4.58,female,2.8,True
11,-122.33207,USA,blue,dry,seal,colorpoint,Ragdoll,42,4.75,female,5.49,False
21,-122.41942,USA,blue,wet,seal,colorpoint,Ragdoll,46,9.08,male,5.72,False
38,-1.890401,UK,green,wet,black,solid,Maine coon,56,2.17,female,6.09,False
32,-73.561668,Canada,amber,wet,white,solid,Angora,38,6.92,male,4.5,True
38,-122.67621,USA,blue,wet,white,solid,Maine coon,70,4.33,male,9.7,True
4,-1.553621,France,blue,wet,seal,colorpoint,Ragdoll,42,3.75,male,6.76,True
31,-71.05977,USA,green,dry,red/cream,tabby,Maine coon,83,2.83,male,10.8,True
11,-122.67621,USA,yellow,dry,brown/chocolate,solid,Maine coon,72,5.0,male,8.1,False
16,-87.623177,USA,yellow,wet,black,solid,Maine coon,46,8.92,female,8.07,True
21,-74.00597,USA,amber,wet,white,solid,Angora,41,2.92,male,3.8,True
6,-122.67621,USA,blue,dry,seal,colorpoint,Ragdoll,47,9.25,male,8.61,True
28,-74.00597,USA,yellow,dry,black,tortie,Maine coon,76,9.83,female,8.58,False
37,-123.116226,Canada,green,wet,white,solid,Angora,39,7.25,male,4.0,False
29,-76.61219,USA,blue,wet,brown/chocolate,colorpoint,Ragdoll,45,3.83,male,7.93,True
10,-2.991573,UK,blue,wet,seal,colorpoint,Ragdoll,50,6.25,female,3.99,False
13,-74.00597,USA,green,wet,brown/chocolate,bicolor,Ragdoll,50,7.83,male,6.42,True
8,-87.623177,USA,blue,wet,seal,mitted,Ragdoll,47,4.67,female,5.0,False
19,4.834277,France,blue,wet,white,solid,Angora,36,2.33,female,2.4,False
20,-71.05977,USA,yellow,dry,brown/chocolate,tabby,Maine coon,67,7.25,male,8.5,True
13,-0.127758,UK,yellow,wet,black,solid,Maine coon,59,1.83,female,6.3,False
30,-74.00597,USA,blue,wet,red/cream,colorpoint,Ragdoll,13,0.17,female,0.8,False
3,2.349014,France,blue,wet,red/cream,colorpoint,Ragdoll,45,3.58,male,6.79,True
51,2.349014,France,green,wet,red/cream,tabby,Angora,21,0.5,male,3.0,False
