CRIM,AGE,INDUS,CHAS,PRICE,DIS,PTRATIO,RM,NOX,ZN,LSTAT
0.32543,98.8,21.89,0,18.0,1.8125,21.2,6.431,0.624,0.0,15.39
25.0461,100.0,18.1,0,5.6,1.5888,20.2,5.987,0.693,0.0,26.77
9.91655,77.8,18.1,0,6.3,1.5004,20.2,5.852,0.693,0.0,29.97
0.03659,32.2,4.86,0,24.8,5.4007,19.0,6.302,0.426,25.0,6.72
0.0187,27.7,4.15,0,23.1,8.5353,17.9,6.516,0.429,85.0,6.36
0.24103,43.7,7.38,0,22.2,5.4159,19.6,6.083,0.493,0.0,12.79
0.11747,82.9,7.87,0,18.9,6.2267,15.2,6.009,0.524,12.5,13.27
0.12757,7.8,4.93,0,23.7,7.0355,16.6,6.393,0.428,30.0,5.19
0.12932,31.1,13.92,0,28.6,5.9604,16.0,6.678,0.437,0.0,6.27
0.03041,59.6,5.19,0,18.5,5.615,20.2,5.895,0.515,0.0,10.56
0.15936,6.5,6.91,0,24.7,5.7209,17.9,6.211,0.448,0.0,7.44
12.0482,87.6,18.1,0,20.8,1.9512,20.2,5.648,0.614,0.0,14.1
0.62976,61.8,8.14,0,20.4,4.7075,21.0,5.949,0.538,0.0,8.26
2.24236,91.8,19.58,0,22.7,2.422,14.7,5.854,0.605,0.0,11.64
88.9762,91.9,18.1,0,10.4,1.4165,20.2,6.968,0.671,0.0,17.21
0.52014,91.5,3.97,0,48.8,2.2885,13.0,8.398,0.647,20.0,5.91
0.07244,18.5,1.69,0,18.6,10.7103,18.3,5.884,0.411,60.0,7.79
1.6566,97.3,19.58,0,21.5,1.618,14.7,6.122,0.871,0.0,14.1
0.1403,13.0,5.86,0,24.4,7.3967,19.1,6.487,0.431,22.0,5.9
4.42228,94.5,18.1,0,19.1,2.5403,20.2,6.003,0.584,0.0,21.32
8.64476,92.6,18.1,0,13.8,1.7912,20.2,6.193,0.693,0.0,15.17
1.46336,90.8,19.58,0,50.0,1.9709,14.7,7.489,0.605,0.0,1.73
4.75237,86.5,18.1,0,14.1,2.4358,20.2,6.525,0.713,0.0,18.13
0.06905,54.2,2.18,0,36.2,6.0622,18.7,7.147,0.458,0.0,5.33
0.26938,82.8,9.9,0,21.6,3.2628,18.4,6.266,0.544,0.0,7.9
0.12204,57.8,2.89,0,28.4,3.4952,18.0,6.625,0.445,0.0,6.65
0.09378,39.0,7.87,0,21.7,5.4509,15.2,5.889,0.524,12.5,15.71
5.58107,87.9,18.1,0,14.3,2.3158,20.2,6.436,0.713,0.0,16.22
0.28392,74.3,7.38,0,18.5,4.7211,19.6,5.708,0.493,0.0,11.74
0.14866,79.9,8.56,0,27.5,2.7778,20.9,6.727,0.52,0.0,9.42
0.20608,76.5,5.86,0,17.6,7.9549,19.1,5.593,0.431,22.0,12.5
14.0507,100.0,18.1,0,17.2,1.5275,20.2,6.657,0.597,0.0,21.22
0.02055,35.7,0.74,0,24.7,9.1876,17.3,6.383,0.41,85.0,5.77
0.17783,73.5,9.69,0,17.5,2.3999,19.2,5.569,0.585,0.0,15.1
0.59005,97.9,21.89,0,23.0,2.3274,21.2,6.372,0.624,0.0,11.12
3.67822,96.2,18.1,0,20.8,2.1036,20.2,5.362,0.77,0.0,10.19
51.1358,100.0,18.1,0,15.0,1.413,20.2,5.757,0.597,0.0,10.11
0.7842,81.7,8.14,0,17.5,4.2579,21.0,5.99,0.538,0.0,14.67
0.19802,42.4,10.59,0,25.0,3.9454,18.6,6.182,0.489,0.0,9.47
0.05188,45.1,4.49,0,22.5,4.4272,18.5,6.015,0.449,0.0,12.86
2.63548,37.8,9.9,0,16.1,2.5194,18.4,4.973,0.544,0.0,12.64
0.17446,92.1,10.59,1,21.7,3.8771,18.6,5.96,0.489,0.0,17.27
0.61154,86.9,3.97,0,50.0,1.801,13.0,8.704,0.647,20.0,5.12
1.15172,95.0,8.14,0,13.1,3.7872,21.0,5.701,0.538,0.0,18.35
2.3004,96.1,19.58,0,23.8,2.1,14.7,6.319,0.605,0.0,11.1
0.02875,28.9,15.04,0,25.0,3.6659,18.2,6.211,0.464,28.0,6.21
0.11132,83.5,27.74,0,20.1,2.1099,20.1,5.983,0.609,0.0,13.35
0.1396,90.0,8.56,0,20.1,2.421,20.9,6.167,0.52,0.0,12.33
8.15174,98.9,18.1,0,11.5,1.7281,20.2,5.39,0.7,0.0,20.85
7.02259,95.3,18.1,0,14.2,1.8746,20.2,6.006,0.718,0.0,15.7
0.01439,18.8,2.93,0,29.1,6.2196,15.6,6.604,0.401,60.0,4.38
0.06162,52.3,4.39,0,17.2,8.0136,18.8,5.898,0.442,0.0,12.67
0.13914,88.5,4.05,0,23.1,2.5961,16.6,5.572,0.51,0.0,14.69
3.69695,91.4,18.1,0,21.9,1.7523,20.2,4.963,0.718,0.0,14.0
0.10793,54.4,8.56,0,21.7,2.7778,20.9,6.195,0.52,0.0,13.0
0.16211,16.3,6.96,0,25.2,4.429,18.6,6.24,0.464,20.0,6.59
0.11504,69.6,2.89,0,21.4,3.4952,18.0,6.163,0.445,0.0,11.34
0.3692,87.3,9.9,0,23.8,3.6023,18.4,6.567,0.544,0.0,9.28
0.05561,10.0,2.24,0,29.0,7.8278,14.8,7.041,0.4,70.0,4.74
0.14476,65.2,10.01,0,19.3,2.7592,17.8,5.731,0.547,0.0,13.61
0.57834,67.0,3.97,0,50.0,2.4216,13.0,8.297,0.575,20.0,7.44
0.00906,20.8,2.97,0,32.2,7.3073,15.3,7.088,0.4,90.0,7.85
0.40202,67.2,9.9,0,23.1,3.5325,18.4,6.382,0.544,0.0,10.36
11.8123,76.5,18.1,0,8.4,1.794,20.2,6.824,0.718,0.0,22.74
1.12658,88.0,19.58,1,15.3,1.6102,14.7,5.012,0.871,0.0,12.12
1.23247,91.7,8.14,0,15.2,3.9769,21.0,6.142,0.538,0.0,18.72
0.09299,92.9,25.65,0,20.5,2.0869,19.1,5.961,0.581,0.0,17.93
0.05602,53.6,2.46,0,50.0,3.1992,17.8,7.831,0.488,0.0,4.45
0.05479,58.1,2.18,0,28.4,3.37,18.4,6.616,0.472,33.0,8.93
0.22876,85.4,8.56,0,18.6,2.7147,20.9,6.405,0.52,0.0,10.63
9.59571,100.0,18.1,0,12.1,1.639,20.2,6.404,0.693,0.0,20.31
0.53412,89.4,3.97,0,43.1,2.1398,13.0,7.52,0.647,20.0,7.26
1.27346,92.6,19.58,1,27.0,1.7984,14.7,6.25,0.605,0.0,5.5
0.01501,29.7,2.01,0,24.5,8.344,17.0,6.635,0.435,80.0,5.99
0.05425,73.4,4.05,0,24.6,3.3175,16.6,6.315,0.51,0.0,6.29
0.17331,54.0,9.69,0,21.8,2.3817,19.2,5.707,0.585,0.0,12.01
0.15086,92.7,27.74,0,15.2,1.8209,20.1,5.454,0.609,0.0,18.06
0.03578,64.5,3.33,0,45.4,4.6947,14.9,7.82,0.4429,20.0,3.76
0.35233,98.4,21.89,0,17.1,1.8498,21.2,6.454,0.624,0.0,14.59
0.44791,66.5,6.2,1,29.0,3.6519,17.4,6.726,0.507,0.0,8.05
73.5341,100.0,18.1,0,8.8,1.8026,20.2,5.957,0.679,0.0,20.62
0.03551,46.7,4.86,0,22.9,5.4007,19.0,6.167,0.426,25.0,7.51
5.69175,79.8,18.1,0,19.1,3.5459,20.2,6.114,0.583,0.0,14.98
11.1604,94.6,18.1,0,13.4,2.1247,20.2,6.629,0.74,0.0,23.27
24.8017,96.0,18.1,0,8.3,1.7028,20.2,5.349,0.693,0.0,19.77
5.29305,82.5,18.1,0,23.2,2.1678,20.2,6.051,0.7,0.0,18.76
15.8744,99.1,18.1,0,10.9,1.5192,20.2,6.545,0.671,0.0,21.08
19.6091,97.9,18.1,0,15.0,1.3163,20.2,7.313,0.671,0.0,13.44
