chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,fixed acidity,volatile acidity,citric acid,residual sugar,wine_id,wine_id_r
0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7.0,10.4,0.33,0.63,2.8,328376.0,328376.0
0.066,7.0,15.0,0.99256,3.52,0.58,12.9,5.0,5.6,0.66,0.0,2.5,315776.0,315776.0
0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7.0,7.2,0.36,0.46,2.1,348309.0,348309.0
0.081,10.0,16.0,0.99479,3.43,0.59,11.5,6.0,7.0,0.54,0.09,2.0,451329.0,451329.0
0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7.0,15.0,0.21,0.44,2.2,324446.0,324446.0
0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6.0,7.1,0.75,0.01,2.2,679395.0,679395.0
0.077,24.0,45.0,0.99528,3.6,0.68,10.3,6.0,6.1,0.53,0.08,1.9,404261.0,404261.0
0.107,7.0,21.0,0.9979,3.26,0.93,11.8,6.0,10.0,0.42,0.5,3.4,622112.0,622112.0
0.068,23.0,42.0,0.99356,3.34,0.72,12.9,7.0,7.2,0.38,0.38,2.8,956229.0,956229.0
0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6.0,7.1,0.35,0.29,2.5,525124.0,525124.0
0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6.0,7.4,0.62,0.05,1.9,837495.0,837495.0
0.1009999999999999,16.0,72.0,0.9957,3.15,0.57,9.4,5.0,7.4,0.53,0.26,2.0,881803.0,881803.0
0.09,4.0,13.0,0.99855,3.36,0.49,9.5,5.0,8.1,0.78,0.1,3.3,439917.0,439917.0
0.075,14.0,31.0,0.99545,3.36,0.58,10.4,6.0,6.8,0.64,0.03,2.3,183019.0,183019.0
0.062,39.0,51.0,0.99512,3.52,0.76,11.2,6.0,5.9,0.55,0.1,2.2,691605.0,691605.0
0.159,15.0,75.0,0.9998,3.18,0.64,9.4,5.0,10.3,0.34,0.52,2.8,365866.0,365866.0
0.063,3.0,11.0,0.9915,3.39,0.54,13.5,6.0,5.8,0.29,0.26,1.7,877066.0,877066.0
0.074,29.0,48.0,0.99528,3.32,0.88,12.4,7.0,8.2,0.33,0.39,2.5,804581.0,804581.0
0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6.0,5.9,0.61,0.08,2.1,183543.0,183543.0
0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6.0,7.1,0.46,0.2,1.9,156780.0,156780.0
0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5.0,7.2,0.655,0.03,1.8,679940.0,679940.0
0.088,12.0,19.0,0.9957,3.17,0.55,10.4,6.0,8.9,0.32,0.31,2.0,129773.0,129773.0
0.084,12.0,78.0,0.9964,3.39,0.71,11.0,5.0,7.2,0.54,0.27,2.6,962136.0,962136.0
0.084,31.0,145.0,0.9978,3.24,0.53,9.4,5.0,9.5,0.885,0.27,2.3,882693.0,882693.0
0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5.0,12.3,0.39,0.63,2.3,450016.0,450016.0
0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5.0,7.0,0.49,0.49,5.6,789909.0,789909.0
0.109,31.0,119.0,0.99801,3.15,0.5,9.1,5.0,8.4,0.59,0.29,2.6,812441.0,812441.0
0.094,5.0,33.0,0.99612,3.37,0.58,11.0,5.0,8.0,0.64,0.22,2.4,699453.0,699453.0
0.074,3.0,10.0,0.99698,3.12,0.59,9.5,6.0,8.9,0.24,0.39,1.6,596957.0,596957.0
0.088,19.0,38.0,0.999,3.35,0.6,9.3,5.0,9.0,0.69,0.0,2.4,362189.0,362189.0
0.083,14.0,41.0,0.99532,3.34,0.47,10.5,5.0,8.0,1.18,0.21,1.9,559479.0,559479.0
0.0409999999999999,4.0,10.0,0.99386,3.27,0.71,12.5,7.0,8.4,0.25,0.39,2.0,369546.0,369546.0
0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6.0,7.4,0.49,0.27,2.1,711901.0,711901.0
0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6.0,5.2,0.34,0.0,1.8,910352.0,910352.0
0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7.0,12.0,0.39,0.66,3.0,252199.0,252199.0
0.099,9.0,22.0,0.99606,3.34,0.6,9.7,5.0,7.0,0.685,0.0,1.9,833437.0,833437.0
0.07,9.0,23.0,0.99546,3.38,0.6,10.3,5.0,6.8,0.68,0.21,2.1,289034.0,289034.0
0.067,26.0,46.0,0.9967,3.32,1.04,10.6,6.0,9.1,0.28,0.48,1.8,275422.0,275422.0
0.065,5.0,10.0,0.99419,3.27,0.54,11.2,7.0,7.9,0.34,0.36,1.9,102260.0,102260.0
0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5.0,9.9,0.63,0.24,2.4,715185.0,715185.0
0.059,5.0,15.0,0.997,3.37,0.56,11.3,5.0,8.1,0.78,0.23,2.6,338591.0,338591.0
0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6.0,7.5,0.63,0.27,2.0,594203.0,594203.0
0.092,13.0,52.0,0.99834,3.22,0.64,10.0,7.0,10.1,0.43,0.4,2.6,612823.0,612823.0
0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5.0,6.6,0.695,0.0,2.1,506242.0,506242.0
0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4.0,7.0,0.975,0.04,2.0,294292.0,294292.0
0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6.0,8.3,0.26,0.37,1.4,433513.0,433513.0
0.084,25.0,48.0,0.9981,3.14,0.56,9.7,5.0,9.4,0.59,0.14,2.0,637594.0,637594.0
0.081,16.0,29.0,0.99588,3.3,0.78,10.8,6.0,8.0,0.3,0.63,1.6,405318.0,405318.0
0.074,12.0,30.0,0.9959,3.42,0.58,10.2,6.0,6.9,0.49,0.1,2.3,205301.0,205301.0
0.0969999999999999,15.0,39.0,0.99675,3.37,0.58,9.2,6.0,7.2,0.645,0.0,1.9,190992.0,190992.0
0.121,6.0,14.0,0.9978,3.05,0.74,11.5,7.0,11.6,0.53,0.66,3.65,935007.0,935007.0
0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6.0,8.0,0.42,0.17,2.0,808776.0,808776.0
0.095,25.0,99.0,0.995,3.35,0.54,10.1,5.0,7.5,0.6,0.03,1.8,435600.0,435600.0
0.07,32.0,38.0,0.99438,3.32,0.58,11.4,6.0,6.9,0.44,0.0,1.4,876021.0,876021.0
0.069,9.0,17.0,0.99376,3.21,0.54,12.3,6.0,8.2,0.23,0.42,1.9,724105.0,724105.0
0.126,24.0,64.0,0.99746,3.1,0.74,9.6,5.0,8.7,0.46,0.31,2.5,721363.0,721363.0
0.076,7.0,32.0,0.99668,3.39,0.54,9.6,5.0,7.9,0.72,0.01,1.9,174233.0,174233.0
0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6.0,8.7,0.7,0.24,2.5,464703.0,464703.0
0.063,42.0,52.0,0.99608,3.42,0.6,10.2,6.0,7.1,0.69,0.08,2.1,730777.0,730777.0
0.091,10.0,23.0,0.99786,3.24,0.56,10.5,5.0,9.6,0.41,0.37,2.3,187729.0,187729.0
0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6.0,7.9,0.545,0.06,4.0,251940.0,251940.0
0.075,9.0,39.0,0.9987,3.48,0.62,9.3,5.0,7.7,0.56,0.2,2.0,989423.0,989423.0
0.092,10.0,19.0,0.9966,3.39,0.47,9.6,5.0,7.3,0.835,0.03,2.1,614654.0,614654.0
0.102,11.0,32.0,0.99604,3.23,0.48,10.0,5.0,7.7,1.005,0.15,2.1,525663.0,525663.0
0.073,16.0,25.0,0.9936,3.28,0.66,12.4,6.0,8.0,0.48,0.34,2.2,617134.0,617134.0
0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5.0,11.2,0.5,0.74,5.15,634575.0,634575.0
0.057,15.0,33.0,0.99488,3.6,0.46,11.2,6.0,6.3,0.98,0.01,2.0,730009.0,730009.0
0.077,3.0,19.0,0.995,3.16,0.46,9.8,5.0,7.8,0.53,0.01,1.6,162675.0,162675.0
0.0819999999999999,24.0,58.0,0.9964,3.34,0.59,9.4,6.0,7.8,0.34,0.37,2.0,856094.0,856094.0
0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6.0,7.0,0.69,0.07,2.5,592250.0,592250.0
0.065,28.0,52.0,0.99378,3.49,0.52,11.6,5.0,6.4,0.795,0.0,2.2,168442.0,168442.0
0.038,21.0,42.0,0.99526,3.24,0.81,10.8,7.0,9.3,0.37,0.44,1.6,179586.0,179586.0
0.25,5.0,20.0,0.999,3.31,0.79,10.7,6.0,9.8,0.5,0.49,2.6,100554.0,100554.0
0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6.0,7.4,0.49,0.27,2.1,276720.0,276720.0
0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5.0,7.6,0.55,0.21,2.2,190075.0,190075.0
0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6.0,7.4,0.29,0.38,1.7,334935.0,334935.0
0.067,4.0,12.0,0.99473,3.3,0.76,12.8,7.0,8.2,0.33,0.32,2.8,404303.0,404303.0
0.066,10.0,21.0,1.0,3.12,1.18,9.2,6.0,12.2,0.34,0.5,2.4,130720.0,130720.0
0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6.0,11.9,0.39,0.69,2.8,696744.0,696744.0
0.068,29.0,46.0,0.9943,3.2,0.6,12.2,6.0,9.0,0.4,0.43,2.4,169157.0,169157.0
0.0819999999999999,17.0,144.0,0.9968,3.2,0.55,9.5,5.0,7.9,0.49,0.32,1.9,466293.0,466293.0
0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6.0,6.8,0.64,0.0,2.7,424084.0,424084.0
0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6.0,13.0,0.47,0.49,4.3,708275.0,708275.0
0.049,17.0,99.0,0.9937,3.63,0.63,13.0,5.0,5.6,0.5,0.09,2.3,320153.0,320153.0
0.053,36.0,127.0,0.9965,2.94,1.62,9.5,5.0,7.1,0.31,0.3,2.2,593563.0,593563.0
0.088,21.0,39.0,0.99692,3.33,0.83,11.1,6.0,8.9,0.5,0.21,2.2,356845.0,356845.0
0.0579999999999999,9.0,18.0,0.99392,3.18,0.55,11.4,5.0,9.1,0.34,0.42,1.8,612728.0,612728.0
0.046,23.0,60.0,0.9971,3.41,0.71,12.1,6.0,7.7,0.23,0.37,1.8,433662.0,433662.0
0.0819999999999999,16.0,72.0,0.998,3.55,0.6,9.5,5.0,7.0,0.45,0.34,2.7,217648.0,217648.0
0.106,10.0,37.0,0.9966,3.17,0.91,9.5,5.0,7.9,0.43,0.21,1.6,694109.0,694109.0
0.079,3.0,6.0,0.99512,3.27,0.67,11.9,6.0,8.6,0.315,0.4,2.2,574172.0,574172.0
0.078,6.0,24.0,0.9976,3.18,1.04,10.9,7.0,10.5,0.26,0.47,1.9,890878.0,890878.0
0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5.0,7.8,0.63,0.48,1.7,587945.0,587945.0
0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7.0,9.1,0.29,0.33,2.05,369963.0,369963.0
0.065,15.0,21.0,0.9946,3.39,0.47,10.0,7.0,7.3,0.65,0.0,1.2,606821.0,606821.0
0.087,6.0,20.0,0.99772,3.15,0.5,10.5,5.0,9.4,0.4,0.47,2.5,744991.0,744991.0
0.075,6.0,17.0,0.99565,3.22,0.63,11.8,6.0,10.2,0.29,0.65,2.4,219616.0,219616.0
0.083,17.0,38.0,0.99622,3.23,0.66,11.1,6.0,9.6,0.42,0.35,2.1,290130.0,290130.0
0.065,7.0,26.0,0.99531,3.17,0.53,12.5,6.0,10.1,0.27,0.54,2.3,220119.0,220119.0
0.076,30.0,47.0,0.99554,3.36,0.48,9.4,6.0,6.5,0.4,0.1,2.0,942644.0,942644.0
0.084,18.0,49.0,0.9994,3.43,0.72,11.1,6.0,8.1,0.72,0.09,2.8,838710.0,838710.0
0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7.0,8.3,0.28,0.48,2.1,425019.0,425019.0
0.076,22.0,54.0,0.99572,3.42,1.16,10.6,6.0,6.7,0.41,0.43,2.8,204012.0,204012.0
0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6.0,8.9,0.59,0.5,2.0,972777.0,972777.0
0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5.0,9.0,0.785,0.24,1.7,434323.0,434323.0
0.076,12.0,21.0,0.99551,3.21,0.75,10.2,6.0,8.8,0.45,0.43,1.4,183942.0,183942.0
0.081,45.0,87.0,0.9983,3.48,0.53,10.0,5.0,8.3,0.78,0.1,2.6,708680.0,708680.0
0.074,7.0,29.0,0.9979,3.08,0.46,9.5,5.0,8.6,0.47,0.47,2.4,517044.0,517044.0
0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5.0,7.2,0.73,0.02,2.5,227872.0,227872.0
0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6.0,10.4,0.41,0.55,3.2,332065.0,332065.0
0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6.0,9.7,0.53,0.6,2.0,395794.0,395794.0
0.052,3.0,8.0,0.996,3.41,0.47,10.3,5.0,7.0,0.59,0.0,1.7,545983.0,545983.0
0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7.0,9.8,0.66,0.39,3.2,662407.0,662407.0
0.085,12.0,35.0,0.9968,3.38,0.62,9.5,7.0,7.5,0.52,0.16,1.9,945928.0,945928.0
0.093,16.0,112.0,0.9998,3.38,0.61,9.5,5.0,8.9,0.565,0.34,3.0,298392.0,298392.0
0.0819999999999999,8.0,16.0,0.9964,3.38,0.59,9.8,6.0,7.8,0.645,0.0,2.0,539960.0,539960.0
0.071,30.0,52.0,0.99576,3.44,0.58,10.1,5.0,7.2,0.34,0.24,2.0,267577.0,267577.0
0.075,16.0,49.0,0.99545,3.36,0.79,9.5,5.0,6.8,0.5,0.11,1.5,520161.0,520161.0
0.066,15.0,58.0,0.9947,3.37,0.78,11.8,6.0,7.7,0.18,0.34,2.7,771703.0,771703.0
0.102,8.0,23.0,0.9965,3.45,0.56,10.7,5.0,6.8,0.775,0.0,3.0,532112.0,532112.0
0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6.0,7.3,0.305,0.39,1.2,858375.0,858375.0
0.048,4.0,11.0,0.99448,3.44,0.76,10.8,6.0,6.2,0.57,0.1,2.1,910790.0,910790.0
0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7.0,8.9,0.4,0.32,5.6,351480.0,351480.0
0.0559999999999999,5.0,13.0,0.99472,3.52,0.56,11.4,5.0,6.1,0.59,0.01,2.1,264555.0,264555.0
0.079,28.0,46.0,0.9993,3.2,0.8,10.2,6.0,12.3,0.27,0.49,3.1,976716.0,976716.0
0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6.0,7.5,0.38,0.57,2.3,261557.0,261557.0
0.072,27.0,55.0,0.9962,3.31,0.63,11.0,5.0,7.8,0.64,0.0,1.9,145547.0,145547.0
0.0819999999999999,6.0,32.0,1.0006,3.12,0.78,10.7,6.0,11.9,0.57,0.5,2.6,946717.0,946717.0
0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5.0,7.3,0.365,0.49,2.5,460654.0,460654.0
0.076,31.0,51.0,0.99672,3.53,0.81,10.4,6.0,8.2,0.2,0.43,2.5,382131.0,382131.0
0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5.0,10.7,0.43,0.39,2.2,190126.0,190126.0
0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7.0,7.4,0.635,0.1,2.4,623845.0,623845.0
0.074,32.0,84.0,0.99717,3.39,0.61,9.0,5.0,8.0,0.39,0.3,1.9,789147.0,789147.0
0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6.0,6.7,0.46,0.24,1.7,980920.0,980920.0
0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5.0,8.9,0.59,0.39,2.3,236661.0,236661.0
0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6.0,10.9,0.32,0.52,1.8,563290.0,563290.0
0.077,12.0,65.0,0.9967,3.29,0.51,9.2,5.0,8.1,0.575,0.22,2.1,797001.0,797001.0
0.104,10.0,22.0,0.99828,3.39,0.68,10.6,5.0,8.2,0.28,0.6,3.0,152371.0,152371.0
0.1,20.0,27.0,0.99546,3.15,0.69,11.2,6.0,8.8,0.27,0.39,2.0,326188.0,326188.0
0.072,17.0,26.0,0.99575,3.36,0.61,10.2,5.0,7.0,0.57,0.02,2.0,181322.0,181322.0
0.092,33.0,88.0,0.99823,3.19,0.52,9.2,5.0,8.8,0.42,0.21,2.5,963488.0,963488.0
0.076,26.0,88.0,0.9984,3.08,0.57,10.1,6.0,10.6,1.02,0.43,2.9,750356.0,750356.0
0.222,6.0,16.0,0.998,3.18,0.6,9.5,6.0,8.3,0.49,0.36,1.8,711169.0,711169.0
0.1009999999999999,3.0,10.0,0.99586,3.21,0.59,12.1,7.0,8.9,0.48,0.53,4.0,849458.0,849458.0
0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6.0,8.8,0.3,0.38,2.3,645764.0,645764.0
0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7.0,10.0,0.44,0.49,2.7,303772.0,303772.0
0.1169999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,6.0,6.6,0.725,0.09,5.5,915518.0,915518.0
0.071,12.0,31.0,0.99761,3.52,0.72,9.6,6.0,7.2,0.5,0.18,2.1,447432.0,447432.0
0.076,36.0,60.0,0.99494,3.1,0.4,9.3,5.0,7.5,0.61,0.2,1.7,826125.0,826125.0
0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5.0,7.5,0.77,0.2,8.1,752303.0,752303.0
0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6.0,11.6,0.475,0.4,1.4,593575.0,593575.0
0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5.0,7.2,0.6,0.04,2.5,979732.0,979732.0
0.074,17.0,25.0,0.99814,3.38,0.72,10.6,6.0,7.1,0.27,0.6,2.1,614422.0,614422.0
0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6.0,8.2,1.0,0.09,2.3,446521.0,446521.0
0.079,19.0,58.0,0.9991,3.18,0.56,10.1,6.0,10.0,0.56,0.24,2.2,341774.0,341774.0
0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5.0,7.7,0.49,0.26,1.9,863588.0,863588.0
0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7.0,10.4,0.33,0.63,2.8,146994.0,146994.0
0.075,5.0,13.0,0.998,3.22,0.62,9.2,5.0,9.4,0.34,0.37,2.2,884039.0,884039.0
0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5.0,6.6,0.63,0.0,4.3,534711.0,534711.0
0.0579999999999999,31.0,47.0,0.99676,3.26,0.82,10.6,7.0,9.9,0.35,0.38,1.5,831752.0,831752.0
0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5.0,7.2,0.34,0.32,2.5,321856.0,321856.0
0.071,5.0,18.0,0.998,3.09,0.63,10.0,6.0,11.9,0.58,0.58,1.9,212527.0,212527.0
0.0969999999999999,23.0,113.0,0.99733,3.13,0.48,9.2,5.0,8.5,0.66,0.2,2.1,269167.0,269167.0
0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5.0,7.6,0.645,0.03,1.9,655717.0,655717.0
0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5.0,6.7,0.64,0.23,2.1,931774.0,931774.0
0.096,5.0,35.0,0.99738,3.25,0.42,9.6,5.0,9.3,0.655,0.26,2.0,262849.0,262849.0
0.071,13.0,24.0,0.99438,3.41,0.83,11.3,6.0,6.8,0.49,0.22,2.3,867935.0,867935.0
0.066,12.0,20.0,0.99636,3.53,0.56,9.9,5.0,6.6,0.88,0.04,2.2,739468.0,739468.0
0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6.0,13.2,0.46,0.52,2.2,437345.0,437345.0
0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5.0,8.2,0.57,0.26,2.2,440605.0,440605.0
0.074,24.0,120.0,0.9968,3.25,0.54,9.4,5.0,7.8,0.59,0.33,2.0,225645.0,225645.0
0.061,24.0,34.0,0.99484,3.29,0.8,11.6,7.0,6.7,0.32,0.44,2.4,958123.0,958123.0
0.044,25.0,50.0,0.99478,3.2,0.83,10.9,6.0,9.0,0.39,0.4,1.3,223799.0,223799.0
0.086,9.0,21.0,0.99526,3.39,0.66,11.6,6.0,7.8,0.39,0.42,2.0,702240.0,702240.0
0.0819999999999999,15.0,34.0,0.99655,3.49,0.68,10.5,5.0,7.4,0.55,0.19,1.8,132831.0,132831.0
0.09,20.0,47.0,0.99734,3.15,0.57,10.5,5.0,11.3,0.37,0.5,1.8,889029.0,889029.0
0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7.0,8.9,0.12,0.45,1.8,816800.0,816800.0
0.084,13.0,33.0,0.9992,3.36,0.45,9.4,5.0,8.7,0.69,0.0,3.2,835548.0,835548.0
0.079,6.0,12.0,0.9963,3.52,0.5,12.2,5.0,6.6,0.8,0.03,7.8,687434.0,687434.0
0.071,10.0,14.0,0.99538,3.51,0.71,11.7,7.0,7.6,0.735,0.02,2.5,721125.0,721125.0
0.079,42.0,140.0,0.9964,3.23,0.54,9.5,5.0,7.9,0.52,0.26,1.9,654148.0,654148.0
0.063,11.0,41.0,0.99439,3.52,0.8,12.4,7.0,7.2,0.25,0.37,2.5,724924.0,724924.0
0.099,47.0,133.0,0.9979,3.38,0.99,9.8,5.0,8.2,0.39,0.49,2.3,886686.0,886686.0
0.107,6.0,20.0,0.9972,3.4,0.63,10.1,5.0,7.3,0.67,0.05,3.6,298264.0,298264.0
0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6.0,9.3,0.36,0.39,1.5,210839.0,210839.0
0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7.0,8.3,0.28,0.48,2.1,415578.0,415578.0
0.078,4.0,14.0,0.998,3.29,0.54,9.7,4.0,9.1,0.765,0.04,1.6,137175.0,137175.0
0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6.0,8.7,0.7,0.24,2.5,516377.0,516377.0
0.0579999999999999,15.0,40.0,0.99414,3.22,0.6,12.2,6.0,9.0,0.4,0.41,2.0,399048.0,399048.0
0.091,6.0,16.0,0.998,3.28,0.7,9.7,5.0,9.3,0.27,0.41,2.0,641173.0,641173.0
0.114,9.0,29.0,0.9974,3.26,1.56,9.1,5.0,7.8,0.61,0.29,1.6,139113.0,139113.0
0.059,11.0,25.0,0.9966,3.36,0.76,10.1,6.0,8.7,0.31,0.46,1.4,293015.0,293015.0
0.089,15.0,55.0,0.99745,3.31,0.57,10.4,4.0,8.4,0.635,0.36,2.0,281088.0,281088.0
0.07,35.0,121.0,0.9981,3.37,0.49,9.4,5.0,7.3,0.59,0.26,7.2,731989.0,731989.0
0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8.0,10.7,0.35,0.53,2.6,365494.0,365494.0
0.145,34.0,48.0,0.99832,3.38,0.86,9.9,3.0,10.4,0.44,0.42,1.5,855877.0,855877.0
0.094,28.0,83.0,0.9984,3.28,0.82,9.6,5.0,9.7,0.32,0.54,2.5,216710.0,216710.0
0.095,20.0,29.0,0.99488,3.26,0.56,11.3,6.0,8.8,0.27,0.46,2.1,833982.0,833982.0
0.048,12.0,26.0,0.99306,3.55,0.51,12.1,5.0,6.3,0.6,0.1,1.6,653493.0,653493.0
0.075,15.0,35.0,0.9959,3.36,0.59,9.7,6.0,7.0,0.55,0.13,2.2,708924.0,708924.0
0.0969999999999999,5.0,14.0,0.9966,3.63,0.54,10.7,3.0,7.4,1.185,0.0,4.25,318709.0,318709.0
0.052,19.0,77.0,0.9951,3.15,0.79,10.9,6.0,7.7,0.26,0.26,2.0,140048.0,140048.0
0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6.0,8.6,0.49,0.28,1.9,833717.0,833717.0
0.084,24.0,125.0,0.9984,3.31,0.61,9.4,5.0,9.0,0.47,0.31,2.7,773031.0,773031.0
0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5.0,7.2,0.6,0.04,2.5,646404.0,646404.0
0.0409999999999999,17.0,78.0,0.99346,3.68,0.73,11.4,5.0,5.6,0.915,0.0,2.1,481376.0,481376.0
0.11,12.0,24.0,0.99549,3.23,0.7,12.0,7.0,8.9,0.35,0.4,3.6,213185.0,213185.0
0.07,9.0,20.0,0.99426,3.38,0.77,12.7,7.0,8.3,0.33,0.42,2.3,784964.0,784964.0
0.1159999999999999,26.0,55.0,0.99722,3.18,0.68,10.9,5.0,9.6,0.5,0.36,2.8,909093.0,909093.0
0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6.0,7.9,0.545,0.06,4.0,369695.0,369695.0
0.052,6.0,24.0,0.9963,3.44,0.82,11.9,6.0,7.6,0.3,0.42,2.0,665676.0,665676.0
0.068,11.0,35.0,0.996,3.34,0.61,11.6,6.0,7.8,0.545,0.12,2.5,191573.0,191573.0
0.05,37.5,278.0,0.99316,3.01,0.51,12.3,7.0,7.9,0.3,0.68,8.3,288573.0,288573.0
0.12,3.0,7.0,0.99454,3.22,0.58,11.2,6.0,8.0,0.58,0.16,2.0,675921.0,675921.0
0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6.0,7.6,0.36,0.31,1.7,122253.0,122253.0
0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5.0,6.6,0.63,0.0,4.3,780918.0,780918.0
0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5.0,6.6,0.735,0.02,7.9,151475.0,151475.0
0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6.0,7.2,0.57,0.05,2.3,156852.0,156852.0
0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5.0,8.4,0.745,0.11,1.9,709493.0,709493.0
0.098,3.0,9.0,0.99506,3.27,0.55,12.3,6.0,8.2,0.32,0.42,2.3,480474.0,480474.0
0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6.0,11.4,0.26,0.44,3.6,429762.0,429762.0
0.102,17.0,36.0,0.9944,3.24,0.53,11.2,6.0,7.8,0.58,0.13,2.1,238522.0,238522.0
0.089,10.0,18.0,0.99684,3.37,0.68,11.2,7.0,7.2,0.48,0.07,5.5,664914.0,664914.0
0.076,11.0,47.0,0.99599,3.27,0.81,11.0,6.0,8.2,0.35,0.33,2.4,821040.0,821040.0
0.062,6.0,12.0,0.99495,3.44,0.72,11.5,7.0,7.5,0.43,0.3,2.2,907170.0,907170.0
0.064,40.0,54.0,0.995,3.54,0.93,10.7,6.0,6.0,0.51,0.0,2.1,395824.0,395824.0
0.0819999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6.0,9.6,0.77,0.12,2.9,372750.0,372750.0
0.077,20.0,85.0,0.99746,3.55,0.59,9.8,5.0,7.1,0.59,0.01,2.5,864020.0,864020.0
0.414,16.0,45.0,0.99702,3.03,1.34,9.2,5.0,8.5,0.46,0.59,1.4,901129.0,901129.0
0.611,8.0,45.0,0.9968,3.06,1.26,9.4,5.0,7.7,0.41,0.76,1.8,880547.0,880547.0
0.119,14.0,56.0,0.9962,3.21,0.6,10.9,6.0,8.8,0.55,0.04,2.2,588889.0,588889.0
0.08,11.0,23.0,0.9955,3.34,0.56,9.3,5.0,6.3,0.39,0.16,1.4,501842.0,501842.0
0.083,15.0,113.0,0.9966,3.17,0.66,9.8,5.0,8.3,0.655,0.12,2.3,119895.0,119895.0
0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5.0,7.0,0.62,0.18,1.5,715501.0,715501.0
